qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
SemSearch_ES-93,08 toyota tundra,0.5622,6,backtranslation_arb_arab,0.616,The Toyota Tundra,backtranslation_fra_latn,0.616,      toyota tundra,backtranslation_deu_latn,0.616,    Toyota Tundra,backtranslation_rus_cyrl,0.616,      toyota of the tundra,backtranslation_zsm_latn,0.616,Toyota tundra,backtranslation_swh_latn,0.616,   toyota tundra,,,,,,,,,,,,
SemSearch_ES-94,Hugh Downs,0.0985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-95,MADRID,0.2812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-96,New England Coffee,0.3754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-97,PINK PANTHER 2,0.7976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-98,University of Texas at Austin,0.3972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-99,University of York,0.1026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-100,YMCA Tampa,0.1763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-101,ashley wagner,0.537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-102,beach flowers,0.1991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-104,bourbonnais il,0.3394,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-106,chase masterson,0.7222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-107,concord steel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-108,danielia cotton,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-109,david hewlett,0.4682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-111,"eagle rock, ca",0.2327,1,backtranslation_arb_arab,0.2625,Eagle rock  K,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-114,glenn frey,0.8083,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-115,goodwill of michigan,0.085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-118,iowa energy,0.4045,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-119,john elliott,0.7383,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-120,lawrence general hospital,0.4941,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-123,michael zimmerman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-124,motorola bluetooth hs850,0.5215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-125,nokia e73,0.1251,7,backtranslation_kor_hang,0.5202,The Nokia E,backtranslation_arb_arab,0.5202,The Nokia E,backtranslation_pes_arab,0.5202,The Nokia E,backtranslation_rus_cyrl,0.5202,The Nokia E,backtranslation_zsm_latn,0.5202,The Nokia E,backtranslation_tam_taml,0.5202,Nokia E,backtranslation_swh_latn,0.5202,The Nokia E,,,,,,,,,
SemSearch_ES-127,palm tungsten e2 handheld,0.4251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-128,philadelphia neufchatel cheese,0.0119,3,backtranslation_pes_arab,0.0417,The Philadelphia Neftal cheese,backtranslation_yue_hant,0.0238,Philippine neon cheese,backtranslation_fra_latn,0.0122,New Chateau cheese from Philadelphia,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-129,pizza populous detroit mi,0.3333,6,backtranslation_kor_hang,1.0,Pizza population of Detroit is,backtranslation_rus_cyrl,1.0,The Detroit Mee pizza,backtranslation_tam_taml,1.0,People are Detroit My Pizza,backtranslation_pes_arab,0.5,The pizza is crowded in Detroit,backtranslation_fra_latn,0.5,Pizza is very crowded in Detroit,backtranslation_zsm_latn,0.5,Detroit residents are my pizza,,,,,,,,,,,,
SemSearch_ES-130,plymouth police department,0.3486,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-131,scpa san diego,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-132,sealy mattress co,0.6465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-135,spring shoes canada,0.0256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-136,sri lanka government gazette,0.3106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-137,steak express,0.0294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-139,the big texan steak house,0.4138,4,backtranslation_rus_cyrl,0.6247,Big Texas steakhouse,backtranslation_zsm_latn,0.51,Big house of Texas steaks,backtranslation_swh_latn,0.51,Big Texas steak house,backtranslation_kor_hang,0.4652,The Texas Steakhouse,,,,,,,,,,,,,,,,,,
SemSearch_ES-141,ventura county court,0.227,1,backtranslation_arb_arab,0.4553,Ventura County Courthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-1,Apollo astronauts who walked on the Moon,0.8005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-2,Arab states of the Persian Gulf,0.2894,3,backtranslation_yue_hant,0.3038,Arab countries of the Persian Gulf,backtranslation_pes_arab,0.3038,Arab countries of the Persian Gulf,backtranslation_swh_latn,0.3038,Arab Countries of the Persian Gulf,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-3,astronauts who landed on the Moon,0.2402,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-4,Axis powers of World War II,0.3506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-5,books of the Jewish canon,0.5662,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-6,boroughs of New York City,0.2556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-7,Branches of the US military,0.2154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-8,continents in the world,0.1588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-9,degrees of Eastern Orthodox monasticism,0.193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-10,did nicole kidman have any siblings,0.1032,8,backtranslation_swh_latn,0.5769,Did Nicole Kidman have a brother and sister,backtranslation_pes_arab,0.3611,Nicole Kidman had a sister and a brother,backtranslation_tam_taml,0.2917,Nicole Kidman had no siblings,backtranslation_yue_hant,0.2361,Nicole Kidman has no siblings,backtranslation_fra_latn,0.1526,Does Nicole Kidman have any siblings,backtranslation_deu_latn,0.1526,Does Nicole Kidman have any siblings,backtranslation_zsm_latn,0.1526,Does Nicole Kidman have any siblings,backtranslation_arb_arab,0.1101,Did Nicole Kidman have any brothers,,,,,,
SemSearch_LS-11,dioceses of the church of ireland,0.5881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-12,first targets of the atomic bomb,0.173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-13,five great epics of Tamil literature,0.5417,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-14,gods who dwelt on Mount Olympus,0.2121,10,backtranslation_yue_hant,0.315,The gods who live on Mount Olympus,backtranslation_kor_hang,0.315,The gods who lived on Mount Olympus,backtranslation_arb_arab,0.315,The gods who lived on Mount Olympus,backtranslation_pes_arab,0.315,The gods who lived on Mount Olympus,backtranslation_fra_latn,0.315,the gods who lived on Mount Olympus,backtranslation_deu_latn,0.315,Gods who lived on Mount Olympus,backtranslation_rus_cyrl,0.315,The gods who lived on Mount Olympus,backtranslation_swh_latn,0.315,gods who lived on Mount Olympus,backtranslation_tam_taml,0.2494,The gods of Mount Olympus,backtranslation_zsm_latn,0.2331,The God who dwells on Mount Olympus
SemSearch_LS-16,hijackers in the September 11 attacks,0.8086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-17,houses of the Russian parliament,0.4503,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-18,"john lennon, parents",0.3909,3,backtranslation_yue_hant,0.6111,John Lennon  his parents,backtranslation_kor_hang,0.6111,John Lennon  his parents,backtranslation_rus_cyrl,0.6111,John Lennon  his parents,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-19,kenya's captain in cricket,0.4407,1,backtranslation_yue_hant,0.5406,The Kenyan captain is in cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-20,kublai khan siblings,0.1964,7,backtranslation_yue_hant,0.275,The Kublai Khan brothers,backtranslation_kor_hang,0.275,Brother Kublai Khan,backtranslation_arb_arab,0.275,The brothers of Kublai Khan,backtranslation_zsm_latn,0.275,The Kublai Khan brothers,backtranslation_tam_taml,0.275,The brothers Kublai Khan,backtranslation_swh_latn,0.275,The brother of Kublai Khan,backtranslation_deu_latn,0.1989,The Kublai Khan sisters,,,,,,,,,
SemSearch_LS-21,lilly allen parents,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-22,major leagues in the united states,0.1897,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-24,matt berry tv series,0.4376,5,backtranslation_rus_cyrl,0.6153,Matt Berry is a series,backtranslation_yue_hant,0.593,Matt Berry is a television series,backtranslation_fra_latn,0.593,television series Matt Berry,backtranslation_zsm_latn,0.593,Matt Berry television series,backtranslation_swh_latn,0.593,Matt Berry television series,,,,,,,,,,,,,,,
SemSearch_LS-25,members of u2?,0.3402,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-26,movies starring erykah badu,0.3827,2,backtranslation_zsm_latn,0.4179,A film starring erykah badu,backtranslation_yue_hant,0.3952,Starring  Erika Badu,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-29,nations where Portuguese is an official language,0.3069,10,backtranslation_yue_hant,0.4668,Portuguese is the official language,backtranslation_pes_arab,0.4329,Countries whose official language is Portuguese,backtranslation_kor_hang,0.3793,A country where Portuguese is the official language,backtranslation_arb_arab,0.3793,Countries where Portuguese is the official language,backtranslation_fra_latn,0.3793,country where Portuguese is the official language,backtranslation_deu_latn,0.3793,Countries where Portuguese is the official language,backtranslation_rus_cyrl,0.3793,countries where Portuguese is the official language,backtranslation_zsm_latn,0.3793,countries where Portuguese is the official language,backtranslation_tam_taml,0.3793,Countries where Portuguese is the official language,backtranslation_swh_latn,0.3793,countries where Portuguese is the official language
SemSearch_LS-30,orders (or 'choirs') of angels,0.0311,1,backtranslation_yue_hant,0.0402,The Angel Choir,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-31,permanent members of the UN Security Council,0.4967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-32,presidents depicted on mount rushmore who died of shooting,0.2351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-33,provinces and territories of Canada,0.4037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-34,ratt albums,0.6441,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-35,republics of the former Yugoslavia,0.3281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-36,revolutionaries of 1959 in Cuba,0.3362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-37,standard axioms of set theory,0.3601,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-38,states that border oklahoma,0.0173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-39,ten ancient Greek city-kingdoms of Cyprus,0.5068,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-40,the first 13 american states,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-41,the four of the companions of the prophet,0.2958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-42,twelve tribes or sons of Israel,0.5183,3,backtranslation_yue_hant,0.5863,The    tribes of Israel,backtranslation_fra_latn,0.5233,The twelve tribes of Israel,backtranslation_rus_cyrl,0.5233,The Twelve Tribes of Israel,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-43,what books did paul of tarsus write?,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-44,what languages do they speak in afghanistan,0.1757,2,backtranslation_pes_arab,0.186,What languages are spoken in Afghanistan,backtranslation_rus_cyrl,0.186,What language is spoken in Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-46,where the British monarch is also head of state,0.048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-49,who invented the python programming language,0.1606,2,backtranslation_yue_hant,0.1968,Python is a programming language,backtranslation_tam_taml,0.1761,The pioneer of the Python programming language,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-50,wonders of the ancient world,0.6559,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-1,Carriers that Blackberry makes phones for.,0.0291,1,backtranslation_kor_hang,0.0295,BlackBerry is a telecommunications company that makes cell phones,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-2,Winners of the ACM Athena award.,0.1286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-4,Professional sports teams in Philadelphia.,0.3287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-5,"Products of Medimmune, Inc.",0.2611,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-6,Organizations that award Nobel prizes.,0.4006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-7,Airlines that currently use Boeing 747 planes.,0.0969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-9,Members of The Beaux Arts Trio.,0.3792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-10,Campuses of Indiana University.,0.0692,5,backtranslation_arb_arab,0.3506,The Indiana campus,backtranslation_zsm_latn,0.3506,The Indiana campus,backtranslation_yue_hant,0.3475,The campus of Indiana University,backtranslation_kor_hang,0.3475,The Indiana University campus,backtranslation_rus_cyrl,0.3475,The Indiana University campus,,,,,,,,,,,,,,,
TREC_Entity-11,Donors to the Home Depot Foundation.,0.1194,4,backtranslation_zsm_latn,0.2603,Delivery to the Home Depot Foundation,backtranslation_deu_latn,0.1338,Donated to the Home Depot Foundation,backtranslation_tam_taml,0.1338,They donate to the Home Depot Foundation,backtranslation_rus_cyrl,0.1317,Donors from the Home Depot,,,,,,,,,,,,,,,,,,
TREC_Entity-12,Airlines that Air Canada has code share flights with.,0.0395,2,backtranslation_kor_hang,0.0874,Air Canada is a code sharing airline,backtranslation_fra_latn,0.0444,Airlines with which Air Canada shares flights,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-14,Authors awarded an Anthony Award at Bouchercon in 2007.,0.2999,2,backtranslation_zsm_latn,0.3285,The author was awarded the Anthony Award at the Bouchercon in,backtranslation_deu_latn,0.3268,The authors were awarded an Anthony Award at the Bouchercon in,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-15,Universities that are members of the SEC conference for football.,0.0599,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-16,Sponsors of the Mancuso quilt festivals.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-17,Chefs with a show on the Food Network.,0.4351,1,backtranslation_rus_cyrl,0.4954,The chefs from the Food Network show,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-18,Members of the band Jefferson Airplane.,0.571,3,backtranslation_zsm_latn,0.6658,Member of the Jefferson Airplane,backtranslation_rus_cyrl,0.6647,They re members of the Jefferson Airplane,backtranslation_yue_hant,0.6257,The class member was Jefferson Airplane,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-19,Companies that John Hennessey serves on the board of.,0.1111,1,backtranslation_deu_latn,0.3333,A company headed by John Hennessey,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-20,Scotch whisky distilleries on the island of Islay.,0.6601,5,backtranslation_kor_hang,0.7036,Scotch whisky distillery on the Isle of Islay,backtranslation_fra_latn,0.7036,Scotch whisky distilleries on the Isle of Islay,backtranslation_rus_cyrl,0.7036,Scotch whisky distilleries on the Isle of Islay,backtranslation_deu_latn,0.6989,Scottish whisky distilleries on the Isle of Islay,backtranslation_zsm_latn,0.6989,Scottish whisky distillery on the Isle of Islay,,,,,,,,,,,,,,,
