qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
SemSearch_ES-120,lawrence general hospital,0.1513,2,backtranslation_yue_hant,0.4446,The Lawrence Hospital,backtranslation_rus_cyrl,0.4446,Lawrence hospital,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-123,michael zimmerman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-124,motorola bluetooth hs850,0.4274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-125,nokia e73,0.1072,7,backtranslation_kor_hang,0.2165,The Nokia E,backtranslation_arb_arab,0.2165,The Nokia E,backtranslation_pes_arab,0.2165,The Nokia E,backtranslation_rus_cyrl,0.2165,The Nokia E,backtranslation_zsm_latn,0.2165,The Nokia E,backtranslation_tam_taml,0.2165,Nokia E,backtranslation_swh_latn,0.2165,The Nokia E,,,,,,,,,
SemSearch_ES-127,palm tungsten e2 handheld,0.414,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-128,philadelphia neufchatel cheese,0.0068,3,backtranslation_zsm_latn,0.0094,Neufchatel cheese from philadelphia,backtranslation_pes_arab,0.0088,The Philadelphia Neftal cheese,backtranslation_fra_latn,0.0081,New Chateau cheese from Philadelphia,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-129,pizza populous detroit mi,0.0769,5,backtranslation_kor_hang,1.0,Pizza population of Detroit is,backtranslation_rus_cyrl,1.0,The Detroit Mee pizza,backtranslation_pes_arab,0.5,The pizza is crowded in Detroit,backtranslation_fra_latn,0.1667,Pizza is very crowded in Detroit,backtranslation_zsm_latn,0.1111,Detroit residents are my pizza,,,,,,,,,,,,,,,
SemSearch_ES-130,plymouth police department,0.0608,1,backtranslation_deu_latn,0.2593,Plymouth Police,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-131,scpa san diego,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-132,sealy mattress co,0.5714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-135,spring shoes canada,0.0227,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-136,sri lanka government gazette,0.3339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-137,steak express,0.0185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-139,the big texan steak house,0.2522,4,backtranslation_rus_cyrl,0.6235,Big Texas steakhouse,backtranslation_kor_hang,0.4194,The Texas Steakhouse,backtranslation_zsm_latn,0.3948,Big house of Texas steaks,backtranslation_swh_latn,0.3948,Big Texas steak house,,,,,,,,,,,,,,,,,,
SemSearch_ES-141,ventura county court,0.1588,1,backtranslation_arb_arab,0.4213,Ventura County Courthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-1,Apollo astronauts who walked on the Moon,0.7228,1,backtranslation_zsm_latn,0.7598,Apollo astronauts walking on the moon,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-2,Arab states of the Persian Gulf,0.2877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-3,astronauts who landed on the Moon,0.2425,1,backtranslation_tam_taml,0.3104,The first manned mission to land on the moon was to fly the moon,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-4,Axis powers of World War II,0.3066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-5,books of the Jewish canon,0.4674,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-6,boroughs of New York City,0.3024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-7,Branches of the US military,0.1575,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-8,continents in the world,0.2372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-9,degrees of Eastern Orthodox monasticism,0.2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-10,did nicole kidman have any siblings,0.0461,7,backtranslation_yue_hant,0.165,Nicole Kidman has no siblings,backtranslation_pes_arab,0.1573,Nicole Kidman had a sister and a brother,backtranslation_swh_latn,0.1179,Did Nicole Kidman have a brother and sister,backtranslation_tam_taml,0.1043,Nicole Kidman had no siblings,backtranslation_fra_latn,0.0503,Does Nicole Kidman have any siblings,backtranslation_deu_latn,0.0503,Does Nicole Kidman have any siblings,backtranslation_zsm_latn,0.0503,Does Nicole Kidman have any siblings,,,,,,,,,
SemSearch_LS-11,dioceses of the church of ireland,0.6272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-12,first targets of the atomic bomb,0.0858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-13,five great epics of Tamil literature,0.5042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-14,gods who dwelt on Mount Olympus,0.2423,8,backtranslation_yue_hant,0.2641,The gods who live on Mount Olympus,backtranslation_kor_hang,0.2641,The gods who lived on Mount Olympus,backtranslation_arb_arab,0.2641,The gods who lived on Mount Olympus,backtranslation_pes_arab,0.2641,The gods who lived on Mount Olympus,backtranslation_fra_latn,0.2641,the gods who lived on Mount Olympus,backtranslation_deu_latn,0.2641,Gods who lived on Mount Olympus,backtranslation_rus_cyrl,0.2641,The gods who lived on Mount Olympus,backtranslation_swh_latn,0.2641,gods who lived on Mount Olympus,,,,,,
SemSearch_LS-16,hijackers in the September 11 attacks,0.7758,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-17,houses of the Russian parliament,0.5057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-18,"john lennon, parents",0.2495,3,backtranslation_yue_hant,0.2766,John Lennon  his parents,backtranslation_kor_hang,0.2766,John Lennon  his parents,backtranslation_rus_cyrl,0.2766,John Lennon  his parents,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-19,kenya's captain in cricket,0.3397,1,backtranslation_yue_hant,0.4658,The Kenyan captain is in cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-20,kublai khan siblings,0.1201,8,backtranslation_yue_hant,0.2224,The Kublai Khan brothers,backtranslation_kor_hang,0.2224,Brother Kublai Khan,backtranslation_arb_arab,0.2224,The brothers of Kublai Khan,backtranslation_zsm_latn,0.2224,The Kublai Khan brothers,backtranslation_tam_taml,0.2224,The brothers Kublai Khan,backtranslation_swh_latn,0.2224,The brother of Kublai Khan,backtranslation_rus_cyrl,0.1984,The Kublai han brothers,backtranslation_fra_latn,0.1535,brothers and sisters of Kublai Khan,,,,,,
SemSearch_LS-21,lilly allen parents,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-22,major leagues in the united states,0.1684,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-24,matt berry tv series,0.4742,5,backtranslation_rus_cyrl,0.6522,Matt Berry is a series,backtranslation_yue_hant,0.6346,Matt Berry is a television series,backtranslation_fra_latn,0.6346,television series Matt Berry,backtranslation_zsm_latn,0.6346,Matt Berry television series,backtranslation_swh_latn,0.6346,Matt Berry television series,,,,,,,,,,,,,,,
SemSearch_LS-25,members of u2?,0.4321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-26,movies starring erykah badu,0.2914,6,backtranslation_arb_arab,0.4866,The films starring Erica Badu,backtranslation_zsm_latn,0.4679,A film starring erykah badu,backtranslation_yue_hant,0.4377,Starring  Erika Badu,backtranslation_fra_latn,0.4192,films with Erika Badu,backtranslation_rus_cyrl,0.2965,The movie with Eric Badu,backtranslation_swh_latn,0.2946,films by erykah badu,,,,,,,,,,,,
SemSearch_LS-29,nations where Portuguese is an official language,0.2386,9,backtranslation_yue_hant,0.5598,Portuguese is the official language,backtranslation_kor_hang,0.2523,A country where Portuguese is the official language,backtranslation_arb_arab,0.2523,Countries where Portuguese is the official language,backtranslation_fra_latn,0.2523,country where Portuguese is the official language,backtranslation_deu_latn,0.2523,Countries where Portuguese is the official language,backtranslation_rus_cyrl,0.2523,countries where Portuguese is the official language,backtranslation_zsm_latn,0.2523,countries where Portuguese is the official language,backtranslation_tam_taml,0.2523,Countries where Portuguese is the official language,backtranslation_swh_latn,0.2523,countries where Portuguese is the official language,,,
SemSearch_LS-30,orders (or 'choirs') of angels,0.0092,1,backtranslation_yue_hant,0.052,The Angel Choir,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-31,permanent members of the UN Security Council,0.5395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-32,presidents depicted on mount rushmore who died of shooting,0.2448,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-33,provinces and territories of Canada,0.3512,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-34,ratt albums,0.6291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-35,republics of the former Yugoslavia,0.2036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-36,revolutionaries of 1959 in Cuba,0.3043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-37,standard axioms of set theory,0.2688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-38,states that border oklahoma,0.0084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-39,ten ancient Greek city-kingdoms of Cyprus,0.417,1,backtranslation_zsm_latn,0.4231,Ten ancient Greek city states in Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-40,the first 13 american states,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-41,the four of the companions of the prophet,0.3069,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-42,twelve tribes or sons of Israel,0.327,4,backtranslation_yue_hant,0.637,The    tribes of Israel,backtranslation_fra_latn,0.4247,The twelve tribes of Israel,backtranslation_rus_cyrl,0.4247,The Twelve Tribes of Israel,backtranslation_arb_arab,0.4193,Twelve tribes or the Israelites,,,,,,,,,,,,,,,,,,
SemSearch_LS-43,what books did paul of tarsus write?,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-44,what languages do they speak in afghanistan,0.0799,2,backtranslation_pes_arab,0.135,What languages are spoken in Afghanistan,backtranslation_rus_cyrl,0.135,What language is spoken in Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-46,where the British monarch is also head of state,0.068,1,backtranslation_yue_hant,0.227,The monarch of England is also the head of state,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-49,who invented the python programming language,0.0775,2,backtranslation_yue_hant,0.383,Python is a programming language,backtranslation_tam_taml,0.1335,The pioneer of the Python programming language,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-50,wonders of the ancient world,0.6564,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-1,Carriers that Blackberry makes phones for.,0.0234,1,backtranslation_kor_hang,0.0278,BlackBerry is a telecommunications company that makes cell phones,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-2,Winners of the ACM Athena award.,0.225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-4,Professional sports teams in Philadelphia.,0.3287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-5,"Products of Medimmune, Inc.",0.3191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-6,Organizations that award Nobel prizes.,0.1385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-7,Airlines that currently use Boeing 747 planes.,0.0658,1,backtranslation_yue_hant,0.0818,The airline that currently operates the Boeing    s,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-9,Members of The Beaux Arts Trio.,0.3748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-10,Campuses of Indiana University.,0.0377,5,backtranslation_yue_hant,0.2343,The campus of Indiana University,backtranslation_kor_hang,0.2343,The Indiana University campus,backtranslation_rus_cyrl,0.2343,The Indiana University campus,backtranslation_arb_arab,0.1543,The Indiana campus,backtranslation_zsm_latn,0.1543,The Indiana campus,,,,,,,,,,,,,,,
TREC_Entity-11,Donors to the Home Depot Foundation.,0.1003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-12,Airlines that Air Canada has code share flights with.,0.0817,1,backtranslation_kor_hang,0.119,Air Canada is a code sharing airline,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-14,Authors awarded an Anthony Award at Bouchercon in 2007.,0.2732,2,backtranslation_zsm_latn,0.2969,The author was awarded the Anthony Award at the Bouchercon in,backtranslation_deu_latn,0.2963,The authors were awarded an Anthony Award at the Bouchercon in,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-15,Universities that are members of the SEC conference for football.,0.0593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-16,Sponsors of the Mancuso quilt festivals.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-17,Chefs with a show on the Food Network.,0.388,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-18,Members of the band Jefferson Airplane.,0.5484,2,backtranslation_zsm_latn,0.6583,Member of the Jefferson Airplane,backtranslation_rus_cyrl,0.6497,They re members of the Jefferson Airplane,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-19,Companies that John Hennessey serves on the board of.,0.0417,2,backtranslation_deu_latn,0.3333,A company headed by John Hennessey,backtranslation_yue_hant,0.0556,John Hennessey is on the board,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-20,Scotch whisky distilleries on the island of Islay.,0.6455,5,backtranslation_kor_hang,0.7143,Scotch whisky distillery on the Isle of Islay,backtranslation_fra_latn,0.7143,Scotch whisky distilleries on the Isle of Islay,backtranslation_rus_cyrl,0.7143,Scotch whisky distilleries on the Isle of Islay,backtranslation_deu_latn,0.6557,Scottish whisky distilleries on the Isle of Islay,backtranslation_zsm_latn,0.6557,Scottish whisky distillery on the Isle of Islay,,,,,,,,,,,,,,,
