qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
SemSearch_ES-45,keith urban,0.8514,SemSearch_ES-45,Keith  the city,0.0163,SemSearch_ES-45,Case City,0.0,SemSearch_ES-45,Keith Urban,0.8514,SemSearch_ES-45,Kate is a city,0.0,SemSearch_ES-45,Keith Urban,0.8514,SemSearch_ES-45,Keith Urban,0.8514,SemSearch_ES-45,Kate Urban,0.0,SemSearch_ES-45,Keith Urban,0.8514,SemSearch_ES-45,Keith Urban,0.8514,SemSearch_ES-45,Keith Urban,0.8514
SemSearch_ES-47,king arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807,SemSearch_ES-47,the king arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807,SemSearch_ES-47,King Arthur,0.5807
SemSearch_ES-49,laura bush,0.3489,SemSearch_ES-49,Laura Bush is here,0.2015,SemSearch_ES-49,Laura Bush,0.3489,SemSearch_ES-49,Laura Bush,0.3489,SemSearch_ES-49,Laura Bush,0.3489,SemSearch_ES-49,Laura Bush,0.3489,SemSearch_ES-49,Laura Bush,0.3489,SemSearch_ES-49,Laura Bush,0.3489,SemSearch_ES-49,Laura Bush,0.3489,SemSearch_ES-49,Laura Bush,0.3489,SemSearch_ES-49,Laura Bush,0.3489
SemSearch_ES-50,laura steele bob and tom,0.0308,SemSearch_ES-50,Laura Steele Bob and Tom,0.0308,SemSearch_ES-50,Laura Steele and Bob and Tom,0.0308,SemSearch_ES-50,Laura Steele   Bob and Tom,0.0308,SemSearch_ES-50,Laura Steele  Bob and Tom,0.0308,SemSearch_ES-50,Laura Steele Bob and Tom,0.0308,SemSearch_ES-50,Laura Steele Bob and Tom,0.0308,SemSearch_ES-50,Laura Style Bob and Tom,0.0417,SemSearch_ES-50,Laura Steele Bob and Tom,0.0308,SemSearch_ES-50,Laura Steel and Tom,0.0,SemSearch_ES-50,Laura Steele Bob and Tom,0.0308
SemSearch_ES-52,lincoln park,0.5805,SemSearch_ES-52,Lincoln Park is a great place to visit,0.0626,SemSearch_ES-52,Lincoln Park is where we are,0.1593,SemSearch_ES-52,Lincoln Park,0.5805,SemSearch_ES-52,The Lincoln Park,0.5805,SemSearch_ES-52,Lincoln Park,0.5805,SemSearch_ES-52,Lincoln Park,0.5805,SemSearch_ES-52,Lincoln Park,0.5805,SemSearch_ES-52,The Lincoln Park,0.5805,SemSearch_ES-52,Lincoln Park,0.5805,SemSearch_ES-52,Lincoln Park,0.5805
SemSearch_ES-53,lynchburg virginia,0.3993,SemSearch_ES-53,Lynchburg  Virginia  is a small town in the state of Virginia,0.1051,SemSearch_ES-53,Richburg  Virginia  and the,0.0006,SemSearch_ES-53,Lynchburg   Virginia,0.3993,SemSearch_ES-53,Lynchburg  Virginia  is where I m from,0.1455,SemSearch_ES-53,Lynchburg   Virginia,0.3993,SemSearch_ES-53,The following is the list of the Member States,0.0,SemSearch_ES-53,Lynchburg Virginia,0.3993,SemSearch_ES-53,Lynchburg Virginia,0.3993,SemSearch_ES-53,The city of Lynchburg  Virginia,0.3574,SemSearch_ES-53,Lynchburg Virginia,0.3993
SemSearch_ES-54,marc anthony,0.8133,SemSearch_ES-54,Marc Anthony is the author of,0.7752,SemSearch_ES-54,I m not going to lie,0.0,SemSearch_ES-54,  What,0.0,SemSearch_ES-54,It s not a good idea,0.0,SemSearch_ES-54,Marc Anthony,0.8133,SemSearch_ES-54,I  m not sure,0.0,SemSearch_ES-54,Mark Antony,0.0001,SemSearch_ES-54,Marc Anthony is,0.8133,SemSearch_ES-54,Mark Anthony is a writer,0.0037,SemSearch_ES-54,Marc Anthony,0.8133
SemSearch_ES-56,mario bros,0.8661,SemSearch_ES-56,Brother Mario,0.4174,SemSearch_ES-56,Mario Brace  you know what,0.0,SemSearch_ES-56,Mario Bruce,0.1141,SemSearch_ES-56,Mario brothers,0.4174,SemSearch_ES-56,Mario Bros,0.8661,SemSearch_ES-56,Mario Bros,0.8661,SemSearch_ES-56,The Mario brothers,0.4174,SemSearch_ES-56,Mario Bros,0.8661,SemSearch_ES-56,Mario Bruce,0.1141,SemSearch_ES-56,mario bros,0.8661
SemSearch_ES-57,martin luther king,0.7402,SemSearch_ES-57,Martin Luther King  Jr,0.7654,SemSearch_ES-57,Martin Luther King  the man who killed the,0.4777,SemSearch_ES-57,Martin Luther King   by the way,0.6779,SemSearch_ES-57,Martin Luther King  the man who killed him,0.3636,SemSearch_ES-57,Martin Luther King is the,0.7402,SemSearch_ES-57,Martin Luther King is the greatest,0.6533,SemSearch_ES-57,Martin Luther King is the,0.7402,SemSearch_ES-57,Martin Luther King is the,0.7402,SemSearch_ES-57,The Bible is a book of scriptures,0.0,SemSearch_ES-57,Martin Luther King,0.7402
SemSearch_ES-58,mason ohio,0.1387,SemSearch_ES-58,Ohio,0.0,SemSearch_ES-58,Ohio Mason,0.1387,SemSearch_ES-58,Mason   Ohio,0.1387,SemSearch_ES-58,Ohio Mason,0.1387,SemSearch_ES-58,Mason from Ohio,0.0591,SemSearch_ES-58,Mason of Ohio,0.1387,SemSearch_ES-58,Ohio Mason,0.1387,SemSearch_ES-58,Mason Ohio,0.1387,SemSearch_ES-58,Ohio Mason,0.1387,SemSearch_ES-58,Mason Ohio,0.1387
SemSearch_ES-59,"mercy hospital in des moines, ia",0.4215,SemSearch_ES-59,The Melly Hospital  IA,0.0068,SemSearch_ES-59,Mary s Hospital  Des Moines  Iowa,0.4167,SemSearch_ES-59,The hospital of the Des Moines  eh,0.5,SemSearch_ES-59,Mercy Hospital in Des Moines  is it,0.5357,SemSearch_ES-59,Mercy Hospital in Des Moines  Ireland,0.5278,SemSearch_ES-59,Hospital in Des Moines  IA,0.2609,SemSearch_ES-59,Mercy Hospital in Des Moines  IA,0.4215,SemSearch_ES-59,The hospital of grace in des moines  it,0.5,SemSearch_ES-59,Mercy Hospital in Des Moines  Ia,0.4215,SemSearch_ES-59,a hospital of mercy in des moines  ia,0.4215
SemSearch_ES-60,michael douglas,0.4754,SemSearch_ES-60,Max Douglas  the author of the book,0.0,SemSearch_ES-60,I m not going to lie,0.0,SemSearch_ES-60,Michael Douglas is here,0.0573,SemSearch_ES-60,Michael Douglas  what are you doing,0.0019,SemSearch_ES-60,Michael Douglas is,0.4754,SemSearch_ES-60,I  m not sure,0.0,SemSearch_ES-60,Michael Douglas is the man,0.0459,SemSearch_ES-60,Michael Douglas is the one,0.3097,SemSearch_ES-60,Michael Douglas is a writer,0.1098,SemSearch_ES-60,Michael Douglas,0.4754
SemSearch_ES-61,mr rourke fantasy island,0.0241,SemSearch_ES-61,Mr  Rock s fantasy island,0.0106,SemSearch_ES-61,The fantasy island of Mr  Roark,0.1667,SemSearch_ES-61,Roark is a fictional island,0.0109,SemSearch_ES-61,Mr  Roark  the Island of Fantasy,0.1667,SemSearch_ES-61,Mr  Rourke  the fantastic island,0.0054,SemSearch_ES-61,Mr  Rourke Fantasy Island is the place to be,0.0197,SemSearch_ES-61,Mr  Rourke is an island of fantasy,0.0241,SemSearch_ES-61,Mr  Rourke is a fantasy island,0.0241,SemSearch_ES-61,Mr  Rarke is an imaginary island,0.0,SemSearch_ES-61,Mr  Rourke Fantasy islands,0.0241
SemSearch_ES-63,old winchester shotguns,0.7187,SemSearch_ES-63,The old Winchester gun,0.1721,SemSearch_ES-63,The old Winchester gun,0.1721,SemSearch_ES-63,The old Winchester rifle,0.0772,SemSearch_ES-63,The old Winchester guns,0.1721,SemSearch_ES-63,the old hunting rifles,0.0559,SemSearch_ES-63,Other  of a kind used for the manufacture of motor vehicles,0.0,SemSearch_ES-63,Old Winchester cannons,0.0075,SemSearch_ES-63,The old Winchester rifle,0.0772,SemSearch_ES-63,The old Winchester rifles,0.0772,SemSearch_ES-63,old Winchester guns,0.1721
SemSearch_ES-65,orlando florida,0.3945,SemSearch_ES-65,Florida,0.0395,SemSearch_ES-65,Florida for a long time,0.0005,SemSearch_ES-65,Orlando   Florida,0.3945,SemSearch_ES-65,Orlando  Florida,0.3945,SemSearch_ES-65,Orlando   Florida,0.3945,SemSearch_ES-65,The following is the list of countries by population,0.0,SemSearch_ES-65,Orlando   Florida,0.3945,SemSearch_ES-65,Florida orlando,0.3945,SemSearch_ES-65,Orlando  Florida,0.3945,SemSearch_ES-65,Florida Orlando,0.3945
SemSearch_ES-66,overeaters anonymous,0.5714,SemSearch_ES-66,The superfoods are anonymous,0.0087,SemSearch_ES-66,The over eater is anonymous,0.2543,SemSearch_ES-66,The overeating is unknown,0.0,SemSearch_ES-66,Unknown overconsumers,0.0,SemSearch_ES-66,on anonymous eaters,0.5,SemSearch_ES-66,Over eating anonymous,0.5,SemSearch_ES-66,Who are anonymous,0.0069,SemSearch_ES-66,Anonymous overeat,0.5714,SemSearch_ES-66,The following article will help you to identify the reasons why you should eat too much,0.0,SemSearch_ES-66,who overeat anonymously,0.5588
SemSearch_ES-67,ovguide movies,0.3333,SemSearch_ES-67,Guided movies,0.0,SemSearch_ES-67,The movie is an Ob Guide,0.0,SemSearch_ES-67,White movies,0.0,SemSearch_ES-67,The guide films,0.0,SemSearch_ES-67,films of guides,0.0,SemSearch_ES-67,Film and film image,0.0,SemSearch_ES-67,film of tearing,0.0,SemSearch_ES-67,guide films,0.0,SemSearch_ES-67,Ovid films,0.0,SemSearch_ES-67,films of ovid,0.0
SemSearch_ES-68,pierce county washington,0.183,SemSearch_ES-68,Priestshire  Washington,0.0179,SemSearch_ES-68,Pierce County  Washington,0.183,SemSearch_ES-68,Pierce County   Washington,0.183,SemSearch_ES-68,The state of Washington,0.0025,SemSearch_ES-68,pierce county washington,0.183,SemSearch_ES-68,Pierce County   Washington,0.183,SemSearch_ES-68,Pierce County,0.1183,SemSearch_ES-68,Pierce County of Washington,0.183,SemSearch_ES-68,Pierce County Washington,0.183,SemSearch_ES-68,Pierce County Washington,0.183
SemSearch_ES-70,radio italia online,0.4857,SemSearch_ES-70,Italian Radio is on,0.0688,SemSearch_ES-70,Radio Italy online,0.113,SemSearch_ES-70,Italian radio on the Internet,0.0341,SemSearch_ES-70,Radio Italia online,0.4857,SemSearch_ES-70,Italian online radio,0.0054,SemSearch_ES-70,Radio italy online,0.113,SemSearch_ES-70,radio italy online,0.113,SemSearch_ES-70,Italian radio online,0.0054,SemSearch_ES-70,Radio Italy online,0.113,SemSearch_ES-70,Italian radio online,0.0054
SemSearch_ES-71,richmond virginia,0.5168,SemSearch_ES-71,Richard  Virginia  and I m going to be here,0.0,SemSearch_ES-71,Richmond Virginia  please,0.3036,SemSearch_ES-71,Richmond   Virginia,0.5168,SemSearch_ES-71,Richmond  Virginia  is a city,0.4218,SemSearch_ES-71,Richmond  Virginia,0.5168,SemSearch_ES-71,The Commission shall adopt implementing acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-71,Richard Virginia,0.0011,SemSearch_ES-71,Richmond Virginia is,0.5168,SemSearch_ES-71,Richmond Virginia,0.5168,SemSearch_ES-71,Richmond Virginia,0.5168
SemSearch_ES-72,rock 103 memphis,0.5132,SemSearch_ES-72,    Rock and Roll Memphis,0.0013,SemSearch_ES-72,Location     Memphis,0.0015,SemSearch_ES-72,    rock memphis,0.25,SemSearch_ES-72,    Rock Memphis is a,0.25,SemSearch_ES-72,    rock memphis,0.25,SemSearch_ES-72,    Rock Memphis,0.25,SemSearch_ES-72,    rock memphis,0.25,SemSearch_ES-72,    rock memphis,0.25,SemSearch_ES-72,    Rock Memphis,0.25,SemSearch_ES-72,    Rock Memphis,0.25
SemSearch_ES-73,rowan university,0.6907,SemSearch_ES-73,Rowan University is a very important place,0.1151,SemSearch_ES-73,Rowan University,0.6907,SemSearch_ES-73,Rowan University,0.6907,SemSearch_ES-73,College is running,0.0,SemSearch_ES-73,rowan university,0.6907,SemSearch_ES-73,University of Rowan,0.6907,SemSearch_ES-73,The University of Rowan,0.6907,SemSearch_ES-73,Rowan University,0.6907,SemSearch_ES-73,The University of Rowan,0.6907,SemSearch_ES-73,the Rowan University,0.6907
SemSearch_ES-74,sacred heart u,0.1825,SemSearch_ES-74,The Sacred Heart,0.2675,SemSearch_ES-74,The Sacred Heart,0.2675,SemSearch_ES-74,The Sacred Heart,0.2675,SemSearch_ES-74,The Sacred Heart,0.2675,SemSearch_ES-74,the sacred heart,0.2675,SemSearch_ES-74,The Sacred Heart,0.2675,SemSearch_ES-74,The Sacred Heart,0.2675,SemSearch_ES-74,The sacred heart,0.2675,SemSearch_ES-74,Sacred heart u,0.1825,SemSearch_ES-74,holy heart,0.036
SemSearch_ES-75,sagemont church houston tx,0.0,SemSearch_ES-75,Sagemont Church  Houston,0.0093,SemSearch_ES-75,Segment Church Houston Tx,0.0,SemSearch_ES-75,The Sagmont Houston church,0.0115,SemSearch_ES-75,The Church of the Sacred Heart of Houston  Tx,0.0625,SemSearch_ES-75,church of sagemont houston tx,0.0,SemSearch_ES-75,Sagemont Church Houston Tx,0.0,SemSearch_ES-75,The Sagemont Houston church,0.0093,SemSearch_ES-75,Sagemont Church Houston Tx,0.0,SemSearch_ES-75,The Church of Sacramento Houston  T H,0.0,SemSearch_ES-75,Sagemont church Houston Tx,0.0
SemSearch_ES-76,san antonio,0.4073,SemSearch_ES-76,San Antonio is a city,0.2159,SemSearch_ES-76,San Antonio is a city,0.2159,SemSearch_ES-76,San Antonio,0.4073,SemSearch_ES-76,San Antonio  where are you,0.1945,SemSearch_ES-76,san antonio,0.4073,SemSearch_ES-76,San Antonio,0.4073,SemSearch_ES-76,San Antonio,0.4073,SemSearch_ES-76,San Antonio is,0.4073,SemSearch_ES-76,San Antonio,0.4073,SemSearch_ES-76,San Antonio,0.4073
SemSearch_ES-77,savannah tech,0.5566,SemSearch_ES-77,This is Shavenna technology,0.0007,SemSearch_ES-77,Savannah technology,0.6477,SemSearch_ES-77,Savannah technology,0.6477,SemSearch_ES-77,Savannah technology,0.6477,SemSearch_ES-77,tech savane,0.0,SemSearch_ES-77,Savannah Tech,0.5566,SemSearch_ES-77,Savannah technology,0.6477,SemSearch_ES-77,Savannah technology,0.6477,SemSearch_ES-77,Savannah technology,0.6477,SemSearch_ES-77,Savannah tech,0.5566
SemSearch_ES-78,sharp pc,0.173,SemSearch_ES-78,It s a computer,0.0,SemSearch_ES-78,A sharp computer,0.8153,SemSearch_ES-78,A sharp computer,0.8153,SemSearch_ES-78,A high speed computer,0.0003,SemSearch_ES-78,computer is strong,0.0,SemSearch_ES-78,Other machinery,0.0,SemSearch_ES-78,A sharp computer,0.8153,SemSearch_ES-78,A sharp computer,0.8153,SemSearch_ES-78,A smart computer,0.0,SemSearch_ES-78,powerful computer,0.0012
SemSearch_ES-79,shobana masala,0.125,SemSearch_ES-79,Sheba Mashalla,0.0,SemSearch_ES-79,I m not going to be here,0.0,SemSearch_ES-79,The root of the chopana,0.0,SemSearch_ES-79,The shovel,0.0,SemSearch_ES-79,Shōbana masala,0.0,SemSearch_ES-79,Other  of a kind used for the manufacture of foodstuffs,0.0,SemSearch_ES-79,the choban massala,0.0,SemSearch_ES-79,The shobana masala,0.125,SemSearch_ES-79,Chopana spices,0.0,SemSearch_ES-79,Shobana masala,0.125
SemSearch_ES-80,sonny and cher,0.6716,SemSearch_ES-80,Children and love,0.0,SemSearch_ES-80,A son and daughter,0.0,SemSearch_ES-80,Sonny and Cher,0.6716,SemSearch_ES-80,My son and daughter,0.0,SemSearch_ES-80,son and dear,0.0,SemSearch_ES-80,Sonny and Cher,0.6716,SemSearch_ES-80,Sons and Daughters,0.0,SemSearch_ES-80,Sonny and Cher,0.6716,SemSearch_ES-80,Sunny and Cher,0.1059,SemSearch_ES-80,Sonny and cher,0.6716
SemSearch_ES-81,south dakota state university,0.2374,SemSearch_ES-81,South Dakota State University is a,0.2374,SemSearch_ES-81,South dakota state university,0.2374,SemSearch_ES-81,South Dakota State University is a,0.2374,SemSearch_ES-81,State University of South Dakota,0.2374,SemSearch_ES-81,South Dakota State University is located in South Dakota,0.0508,SemSearch_ES-81,South dakota state university,0.2374,SemSearch_ES-81,South Dakota,0.0107,SemSearch_ES-81,State University of South Dakota,0.2374,SemSearch_ES-81,South Dakota State University is located in South Dakota,0.0508,SemSearch_ES-81,state university of south dakota,0.2374
SemSearch_ES-82,st lucia,0.5283,SemSearch_ES-82,St  Lucia,0.5283,SemSearch_ES-82,St  Lucia,0.5283,SemSearch_ES-82,St  Lucia,0.5283,SemSearch_ES-82,St  Lucia,0.5283,SemSearch_ES-82,The Commission shall adopt delegated acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-82,The Commission shall adopt delegated acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-82,Saint Lucia,0.2445,SemSearch_ES-82,St Lucia,0.5283,SemSearch_ES-82,St  Lucia,0.5283,SemSearch_ES-82,St  Lucia,0.5283
SemSearch_ES-83,st paul saints,0.1541,SemSearch_ES-83,St  Paul s Saints,0.1127,SemSearch_ES-83,St  Paul,0.0229,SemSearch_ES-83,The Saints,0.0015,SemSearch_ES-83,St  Paul s is a great place,0.0041,SemSearch_ES-83,St  Paul,0.0229,SemSearch_ES-83,St  Paul the Saints,0.1541,SemSearch_ES-83,St  Paul,0.0229,SemSearch_ES-83,St  Paul Saints,0.1541,SemSearch_ES-83,Paul is a saint,0.1062,SemSearch_ES-83,St  Paul the saints,0.1541
SemSearch_ES-84,the dish danielle fishel,1.0,SemSearch_ES-84,The restaurant is Danielle Fishel,0.75,SemSearch_ES-84,Daniel Fischer is here,0.0,SemSearch_ES-84,The dishes are Daniel Fishel,1.0,SemSearch_ES-84,The Daniel Fishel dish,1.0,SemSearch_ES-84,the dish of daniel fishel,1.0,SemSearch_ES-84,The dishes of Danielle Fishel,1.0,SemSearch_ES-84,Daniel Fischer s food,0.0,SemSearch_ES-84,The dish of danielle fishel,1.0,SemSearch_ES-84,Daniel Faisal is a writer,0.0,SemSearch_ES-84,The dish is danielle fishel,1.0
SemSearch_ES-85,the longest yard sale,1.0,SemSearch_ES-85,The longest yard sale,1.0,SemSearch_ES-85,The longest yard sale,1.0,SemSearch_ES-85,The highest selling garden,0.0,SemSearch_ES-85,The longest yard sale ever,1.0,SemSearch_ES-85,The longest sale of a garden,0.3095,SemSearch_ES-85,The longest sale of gardens,0.3095,SemSearch_ES-85,The longest garden,0.0008,SemSearch_ES-85,The longest page sales,0.3333,SemSearch_ES-85,The longest garden sale,0.3095,SemSearch_ES-85,sales of the longest field,0.8333
SemSearch_ES-86,the morning call lehigh valley pa,0.1862,SemSearch_ES-86,The dawn is calling,0.0,SemSearch_ES-86,Calling in the morning to the Lehigh Valley,0.4189,SemSearch_ES-86,The morning call to Yeog Valley,0.3346,SemSearch_ES-86,The sound of the valley s morning,0.0152,SemSearch_ES-86,The morning call to Lehigh Valley,0.4189,SemSearch_ES-86,Tomorrow   Lehigh Valley will call Pa,0.0136,SemSearch_ES-86,The morning bell in the Valley of Legh,0.0069,SemSearch_ES-86,morning call from Lehigh Valley,0.4262,SemSearch_ES-86,Morning call to the Lehigh Valley,0.4189,SemSearch_ES-86,morning call to Lehigh Valley on,0.4189
SemSearch_ES-88,thomas jefferson,0.53,SemSearch_ES-88,Thomas Jefferson is the first,0.3798,SemSearch_ES-88,Thomas Jefferson  you know,0.0501,SemSearch_ES-88,Thomas Jefferson,0.53,SemSearch_ES-88,Thomas Jefferson is here,0.3039,SemSearch_ES-88,Thomas Jefferson,0.53,SemSearch_ES-88,Thomas Jefferson,0.53,SemSearch_ES-88,Thomas Jefferson,0.53,SemSearch_ES-88,Thomas Jefferson,0.53,SemSearch_ES-88,Thomas Jefferson,0.53,SemSearch_ES-88,Thomas Jefferson,0.53
SemSearch_ES-89,university of north dakota,0.1874,SemSearch_ES-89,The University of North Dakota,0.1874,SemSearch_ES-89,University of North Dakota,0.1874,SemSearch_ES-89,The University of North Dakota,0.1874,SemSearch_ES-89,The University of North Dakota,0.1874,SemSearch_ES-89,University of North Dakota,0.1874,SemSearch_ES-89,University of North Dakota,0.1874,SemSearch_ES-89,The University of North Dakota,0.1874,SemSearch_ES-89,The University of North Dakota,0.1874,SemSearch_ES-89,The University of North Dakota,0.1874,SemSearch_ES-89,the university of north dakota,0.1874
SemSearch_ES-90,university of phoenix,0.3326,SemSearch_ES-90,The University of Nix,0.0,SemSearch_ES-90,The University of Phoenix,0.3326,SemSearch_ES-90,The University of Phoenix,0.3326,SemSearch_ES-90,The University of Phoenix,0.3326,SemSearch_ES-90,University of Phoenix,0.3326,SemSearch_ES-90,University of Phoenix,0.3326,SemSearch_ES-90,The University of Phoenix,0.3326,SemSearch_ES-90,The University of Phoenix,0.3326,SemSearch_ES-90,The University of Phoenix,0.3326,SemSearch_ES-90,the University of Phoenix,0.3326
SemSearch_ES-91,westminster abbey,0.7055,SemSearch_ES-91,Westminster Abbey,0.7055,SemSearch_ES-91,The Westminster Abbey,0.7055,SemSearch_ES-91,The Westminster Abbey,0.7055,SemSearch_ES-91,The population of Westminster,0.0668,SemSearch_ES-91,Westminster Abbey,0.7055,SemSearch_ES-91,Westminster Abbey,0.7055,SemSearch_ES-91,The Westminster Hotel,0.0076,SemSearch_ES-91,Westminster Abbey,0.7055,SemSearch_ES-91,The monastery of Westminster,0.0757,SemSearch_ES-91,Westminster Abbey,0.7055
SemSearch_ES-93,08 toyota tundra,0.5622,SemSearch_ES-93, th of July,0.0,SemSearch_ES-93,What is this,0.0,SemSearch_ES-93,The Toyota Tundra,0.616,SemSearch_ES-93,    Toyota Tantra,0.016,SemSearch_ES-93,      toyota tundra,0.616,SemSearch_ES-93,    Toyota Tundra,0.616,SemSearch_ES-93,      toyota of the tundra,0.616,SemSearch_ES-93,Toyota tundra,0.616,SemSearch_ES-93,What is the meaning of life,0.0,SemSearch_ES-93,   toyota tundra,0.616
SemSearch_ES-94,Hugh Downs,0.0985,SemSearch_ES-94,Hugh Downs,0.0985,SemSearch_ES-94,Hugh Downs,0.0985,SemSearch_ES-94,Hugh Downs,0.0985,SemSearch_ES-94,Hey  downs,0.0,SemSearch_ES-94,Hugh Downs,0.0985,SemSearch_ES-94,Hugh Downs,0.0985,SemSearch_ES-94,Hugh Downs,0.0985,SemSearch_ES-94,Hugh Downs,0.0985,SemSearch_ES-94,Who Towns,0.0,SemSearch_ES-94,Hugh Downs,0.0985
SemSearch_ES-95,MADRID,0.2812,SemSearch_ES-95,Madrid is the city of Madrid,0.216,SemSearch_ES-95,Madrid,0.2812,SemSearch_ES-95,Madrid,0.2812,SemSearch_ES-95,Mother,0.0,SemSearch_ES-95,The City of Madrid,0.1634,SemSearch_ES-95,The Commission,0.0,SemSearch_ES-95,I  m not going to say anything,0.0,SemSearch_ES-95,The city of Madrid,0.1634,SemSearch_ES-95,Madrid,0.2812,SemSearch_ES-95,Madrid,0.2812
SemSearch_ES-96,New England Coffee,0.3754,SemSearch_ES-96,New England coffee,0.3754,SemSearch_ES-96,New England coffee,0.3754,SemSearch_ES-96,New England coffee,0.3754,SemSearch_ES-96,New England coffee,0.3754,SemSearch_ES-96,New England coffee,0.3754,SemSearch_ES-96,Coffee in New England,0.3754,SemSearch_ES-96,Coffee in New England,0.3754,SemSearch_ES-96,New England coffee,0.3754,SemSearch_ES-96,New England coffee,0.3754,SemSearch_ES-96,New England coffee,0.3754
SemSearch_ES-97,PINK PANTHER 2,0.7976,SemSearch_ES-97,Red two,0.0,SemSearch_ES-97,Pink Panther two,0.7933,SemSearch_ES-97,The Pink Flower,0.0001,SemSearch_ES-97,Punch two,0.0,SemSearch_ES-97,The second,0.0,SemSearch_ES-97,Pink Panther,0.7552,SemSearch_ES-97,The Panther,0.1344,SemSearch_ES-97,The Pink Panther,0.7552,SemSearch_ES-97,Pink Panther,0.7552,SemSearch_ES-97,Pink Panther,0.7552
SemSearch_ES-98,University of Texas at Austin,0.3972,SemSearch_ES-98,I m from the University of Texas at Austin,0.1626,SemSearch_ES-98,Austin  Texas  is a city,0.0281,SemSearch_ES-98,The University of Texas at Austin,0.3972,SemSearch_ES-98,The University of Texas at Austin,0.3972,SemSearch_ES-98,University of Texas at Austin,0.3972,SemSearch_ES-98,University of Texas at Austin,0.3972,SemSearch_ES-98,The University of Texas at Austin,0.3972,SemSearch_ES-98,The University of Texas at Austin,0.3972,SemSearch_ES-98,The University of Texas at Austin,0.3972,SemSearch_ES-98,The University of Texas at Austin,0.3972
SemSearch_ES-99,University of York,0.1026,SemSearch_ES-99,The University of York,0.1026,SemSearch_ES-99,The University of York,0.1026,SemSearch_ES-99,The University of York,0.1026,SemSearch_ES-99,The University of York,0.1026,SemSearch_ES-99,The University of York,0.1026,SemSearch_ES-99,University of York,0.1026,SemSearch_ES-99,The University of York,0.1026,SemSearch_ES-99,The University of York,0.1026,SemSearch_ES-99,The University of York,0.1026,SemSearch_ES-99,The University of York,0.1026
SemSearch_ES-100,YMCA Tampa,0.1763,SemSearch_ES-100,YMCA in Tampa,0.1763,SemSearch_ES-100,Tampa YMCA,0.1763,SemSearch_ES-100,The Yamaha Tampa company,0.0,SemSearch_ES-100,The Tampa Bay area,0.0,SemSearch_ES-100,The Commission shall adopt delegated acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-100,The YMCA Tampa,0.1763,SemSearch_ES-100,The Tampa Bay Lightning,0.0,SemSearch_ES-100,The Tampa YMCA,0.1763,SemSearch_ES-100,YMCA Tampa,0.1763,SemSearch_ES-100,The YMCA Tampa,0.1763
SemSearch_ES-101,ashley wagner,0.537,SemSearch_ES-101,Ashley Wagner is the first,0.5263,SemSearch_ES-101,Ashley Wagner  What are you doing,0.0119,SemSearch_ES-101,Ashley Wagner,0.537,SemSearch_ES-101,I m not going to lie,0.0,SemSearch_ES-101,Ashley Wagner,0.537,SemSearch_ES-101,Ashley Wagner,0.537,SemSearch_ES-101,Ashleigh,0.0,SemSearch_ES-101,Ashley Wagner is here,0.2625,SemSearch_ES-101,Ashley Wagner,0.537,SemSearch_ES-101,Ashley Wagner,0.537
SemSearch_ES-102,beach flowers,0.1991,SemSearch_ES-102,Flowering at the beach,0.1991,SemSearch_ES-102,Beach flowers,0.1991,SemSearch_ES-102,Beach flowers,0.1991,SemSearch_ES-102,The beach flowers,0.1991,SemSearch_ES-102,beach flowers,0.1991,SemSearch_ES-102,Flowers of the sea,0.0083,SemSearch_ES-102,The beach flowers,0.1991,SemSearch_ES-102,Flower beach,0.1991,SemSearch_ES-102,Beach flowers,0.1991,SemSearch_ES-102,beach flowers,0.1991
SemSearch_ES-104,bourbonnais il,0.3394,SemSearch_ES-104,Burbanian,,SemSearch_ES-104,I m not going to lie,0.0,SemSearch_ES-104,The bourbon,0.0,SemSearch_ES-104,The Bourbonas,,SemSearch_ES-104,bourbon it,0.0,SemSearch_ES-104,The Commission,0.0,SemSearch_ES-104,The Bourbon,0.0,SemSearch_ES-104,Bourbonnais il,0.3394,SemSearch_ES-104,Burbans,0.0,SemSearch_ES-104,bourbonnais il,0.3394
