qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
SemSearch_ES-98,University of Texas at Austin,0.3925,SemSearch_ES-98,I m from the University of Texas at Austin,0.042,SemSearch_ES-98,Austin  Texas  is a city,0.0071,SemSearch_ES-98,The University of Texas at Austin,0.3925,SemSearch_ES-98,The University of Texas at Austin,0.3925,SemSearch_ES-98,University of Texas at Austin,0.3925,SemSearch_ES-98,University of Texas at Austin,0.3925,SemSearch_ES-98,The University of Texas at Austin,0.3925,SemSearch_ES-98,The University of Texas at Austin,0.3925,SemSearch_ES-98,The University of Texas at Austin,0.3925,SemSearch_ES-98,The University of Texas at Austin,0.3925
SemSearch_ES-99,University of York,0.1822,SemSearch_ES-99,The University of York,0.1822,SemSearch_ES-99,The University of York,0.1822,SemSearch_ES-99,The University of York,0.1822,SemSearch_ES-99,The University of York,0.1822,SemSearch_ES-99,The University of York,0.1822,SemSearch_ES-99,University of York,0.1822,SemSearch_ES-99,The University of York,0.1822,SemSearch_ES-99,The University of York,0.1822,SemSearch_ES-99,The University of York,0.1822,SemSearch_ES-99,The University of York,0.1822
SemSearch_ES-100,YMCA Tampa,0.0988,SemSearch_ES-100,YMCA in Tampa,0.0988,SemSearch_ES-100,Tampa YMCA,0.0988,SemSearch_ES-100,The Yamaha Tampa company,0.0,SemSearch_ES-100,The Tampa Bay area,0.0,SemSearch_ES-100,The Commission shall adopt delegated acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-100,The YMCA Tampa,0.0988,SemSearch_ES-100,The Tampa Bay Lightning,0.0,SemSearch_ES-100,The Tampa YMCA,0.0988,SemSearch_ES-100,YMCA Tampa,0.0988,SemSearch_ES-100,The YMCA Tampa,0.0988
SemSearch_ES-101,ashley wagner,0.5385,SemSearch_ES-101,Ashley Wagner is the first,0.1037,SemSearch_ES-101,Ashley Wagner  What are you doing,0.0098,SemSearch_ES-101,Ashley Wagner,0.5385,SemSearch_ES-101,I m not going to lie,0.0,SemSearch_ES-101,Ashley Wagner,0.5385,SemSearch_ES-101,Ashley Wagner,0.5385,SemSearch_ES-101,Ashleigh,0.0,SemSearch_ES-101,Ashley Wagner is here,0.5152,SemSearch_ES-101,Ashley Wagner,0.5385,SemSearch_ES-101,Ashley Wagner,0.5385
SemSearch_ES-102,beach flowers,0.2149,SemSearch_ES-102,Flowering at the beach,0.2149,SemSearch_ES-102,Beach flowers,0.2149,SemSearch_ES-102,Beach flowers,0.2149,SemSearch_ES-102,The beach flowers,0.2149,SemSearch_ES-102,beach flowers,0.2149,SemSearch_ES-102,Flowers of the sea,0.0083,SemSearch_ES-102,The beach flowers,0.2149,SemSearch_ES-102,Flower beach,0.2149,SemSearch_ES-102,Beach flowers,0.2149,SemSearch_ES-102,beach flowers,0.2149
SemSearch_ES-104,bourbonnais il,0.3596,SemSearch_ES-104,Burbanian,,SemSearch_ES-104,I m not going to lie,0.0,SemSearch_ES-104,The bourbon,0.0,SemSearch_ES-104,The Bourbonas,,SemSearch_ES-104,bourbon it,0.0,SemSearch_ES-104,The Commission,0.0,SemSearch_ES-104,The Bourbon,0.0,SemSearch_ES-104,Bourbonnais il,0.3596,SemSearch_ES-104,Burbans,0.0,SemSearch_ES-104,bourbonnais il,0.3596
SemSearch_ES-106,chase masterson,0.7556,SemSearch_ES-106,chasing teachers,0.0,SemSearch_ES-106,Masterson  please,0.0227,SemSearch_ES-106,Tracked,0.0,SemSearch_ES-106,The grandson chases,0.0,SemSearch_ES-106,hunting master,0.0,SemSearch_ES-106,The hunting masterson,0.0124,SemSearch_ES-106,He s chasing the master,0.0,SemSearch_ES-106,Follow me,0.0,SemSearch_ES-106,The Masterson,0.0271,SemSearch_ES-106,chase master,0.0
SemSearch_ES-107,concord steel,1.0,SemSearch_ES-107,Co operative and steel,0.0,SemSearch_ES-107,Cooperative River,0.0,SemSearch_ES-107,Concord steel,1.0,SemSearch_ES-107,Concrete steel,0.0,SemSearch_ES-107,steel,0.0,SemSearch_ES-107,Other  of a kind used for the manufacture of textile materials,0.0,SemSearch_ES-107,Concord steel,1.0,SemSearch_ES-107,steel concord,1.0,SemSearch_ES-107,Congress steel,0.0,SemSearch_ES-107,Concord iron,0.0833
SemSearch_ES-108,danielia cotton,1.0,SemSearch_ES-108,Danilia cotton is a good thing,0.0,SemSearch_ES-108,Daniel  what about you,0.0,SemSearch_ES-108,Cotton,0.0012,SemSearch_ES-108,Cotton from Danley,0.0033,SemSearch_ES-108,cotton of the mark,0.0,SemSearch_ES-108,Danish cotton,0.0011,SemSearch_ES-108,cotton of the Daniels,0.0,SemSearch_ES-108,cotton and cotton,0.0012,SemSearch_ES-108,Daniel cotton,0.0,SemSearch_ES-108,daniel cotton,0.0
SemSearch_ES-109,david hewlett,0.4525,SemSearch_ES-109,David Hewlett,0.4525,SemSearch_ES-109,David Hevelt  you know what,0.0,SemSearch_ES-109,David Howelt,0.0002,SemSearch_ES-109,David Hewlett,0.4525,SemSearch_ES-109,David Hewlett,0.4525,SemSearch_ES-109,The Commission shall adopt delegated acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-109,David Hewlett,0.4525,SemSearch_ES-109,David Hewlett,0.4525,SemSearch_ES-109,David Hewlett is a writer,0.384,SemSearch_ES-109,David Hewlett,0.4525
SemSearch_ES-111,"eagle rock, ca",0.184,SemSearch_ES-111,Rock  rock  rock,0.0002,SemSearch_ES-111,I m from Eagle Rock  CA,0.1676,SemSearch_ES-111,Eagle rock  K,0.0297,SemSearch_ES-111,The eagle stone  ca,0.0069,SemSearch_ES-111,The following table shows the following,0.0,SemSearch_ES-111,The following table shows the following,0.0,SemSearch_ES-111,Eagle rock  ca,0.184,SemSearch_ES-111,Eagle rock  ca,0.184,SemSearch_ES-111,eagle rock  ca,0.184,SemSearch_ES-111,the eagle s rock  ca,0.1724
SemSearch_ES-114,glenn frey,0.8259,SemSearch_ES-114,Glen Fray  who is a writer,0.0,SemSearch_ES-114,I m not going to lie,0.0,SemSearch_ES-114,Glenn Frey,0.8259,SemSearch_ES-114,I m not going to lie,0.0,SemSearch_ES-114,Genn Frey,0.0454,SemSearch_ES-114,Genn Frey,0.0454,SemSearch_ES-114,Glenn Frey,0.8259,SemSearch_ES-114,Glenn Frey,0.8259,SemSearch_ES-114,The following is a list of articles related to the Bible,0.0,SemSearch_ES-114,Glenn Frey,0.8259
SemSearch_ES-115,goodwill of michigan,0.024,SemSearch_ES-115,The goodwill of Michigan,0.024,SemSearch_ES-115,Good will of Michigan,0.0,SemSearch_ES-115,Well   Michigan is,0.0,SemSearch_ES-115,The goodwill of Michigan,0.024,SemSearch_ES-115,goodwill from michigan,0.0137,SemSearch_ES-115,Well will of Michigan,0.0,SemSearch_ES-115,Michigan s good wish,0.0,SemSearch_ES-115,Michigan good will,0.0,SemSearch_ES-115,Michigan,0.0,SemSearch_ES-115,goodwill of Michigan,0.024
SemSearch_ES-118,iowa energy,0.4237,SemSearch_ES-118,Iowa energy,0.4237,SemSearch_ES-118,I m going to get energy,0.0,SemSearch_ES-118,The power,0.0,SemSearch_ES-118,The energy of Eva,0.0,SemSearch_ES-118,energy,0.0067,SemSearch_ES-118,Energy,0.0067,SemSearch_ES-118,energy,0.0067,SemSearch_ES-118,Iowa energy,0.4237,SemSearch_ES-118,Iowa energy,0.4237,SemSearch_ES-118,Iowa energy,0.4237
SemSearch_ES-119,john elliott,0.6982,SemSearch_ES-119,John Elliott,0.6982,SemSearch_ES-119,John Elliot,0.0538,SemSearch_ES-119,John Elliot,0.0538,SemSearch_ES-119,John Elliot,0.0538,SemSearch_ES-119,John Elliott,0.6982,SemSearch_ES-119,The Commission shall adopt delegated acts in accordance with Article    of this Regulation,0.0,SemSearch_ES-119,John Elliot,0.0538,SemSearch_ES-119,John Elliott,0.6982,SemSearch_ES-119,John Elliott,0.6982,SemSearch_ES-119,John Elliott,0.6982
SemSearch_ES-120,lawrence general hospital,0.1513,SemSearch_ES-120,The Lawrence Hospital,0.4446,SemSearch_ES-120,Lawrence General Hospital,0.1513,SemSearch_ES-120,Lawrence General Hospital,0.1513,SemSearch_ES-120,Lawrence General Hospital,0.1513,SemSearch_ES-120,Lawrence general hospital,0.1513,SemSearch_ES-120,Lawrence General Hospital,0.1513,SemSearch_ES-120,Lawrence hospital,0.4446,SemSearch_ES-120,Lawrence public hospital,0.017,SemSearch_ES-120,Lawrence General Hospital,0.1513,SemSearch_ES-120,general hospital Lawrence,0.1513
SemSearch_ES-123,michael zimmerman,1.0,SemSearch_ES-123,Max Zimmerman  who is also a writer,0.0088,SemSearch_ES-123,I m not going to lie,0.0,SemSearch_ES-123,Michael Zimmerman is here,0.3655,SemSearch_ES-123,I m not going to lie,0.0,SemSearch_ES-123,Michael Zimmerman,1.0,SemSearch_ES-123,Michael Zimmerman,1.0,SemSearch_ES-123,Michael Zimmerman is the guy,0.1393,SemSearch_ES-123,Michael Zimmerman is the one,0.5263,SemSearch_ES-123,Michael Zimmerman is a writer,0.3018,SemSearch_ES-123,Michael Zimmerman,1.0
SemSearch_ES-124,motorola bluetooth hs850,0.4274,SemSearch_ES-124,Motorola Bluetooth is the hs,0.0833,SemSearch_ES-124,The Motorola Bluetooth Hs    is a,0.0833,SemSearch_ES-124,Motorola Bluetooth is the hs,0.0833,SemSearch_ES-124,The Motorola Bluetooth Hs    is a,0.0833,SemSearch_ES-124,the motorola bluetooth hs,0.0833,SemSearch_ES-124,Other equipment,0.0,SemSearch_ES-124,The Motorola Bluetooth hs,0.0833,SemSearch_ES-124,The Motorola Bluetooth is hs,0.0833,SemSearch_ES-124,Motorola Bluetooth hs    is also available,0.0652,SemSearch_ES-124,Motorola bluetooth hs,0.0833
SemSearch_ES-125,nokia e73,0.1072,SemSearch_ES-125,It s a Nokia E,0.0258,SemSearch_ES-125,The Nokia E,0.2165,SemSearch_ES-125,The Nokia E,0.2165,SemSearch_ES-125,The Nokia E,0.2165,SemSearch_ES-125,the phone number,0.0,SemSearch_ES-125,Other equipment,0.0,SemSearch_ES-125,The Nokia E,0.2165,SemSearch_ES-125,The Nokia E,0.2165,SemSearch_ES-125,Nokia E,0.2165,SemSearch_ES-125,The Nokia E,0.2165
SemSearch_ES-127,palm tungsten e2 handheld,0.414,SemSearch_ES-127,It s a brown tungsten e  handbag,0.015,SemSearch_ES-127,Hand held palmstone E,0.0,SemSearch_ES-127,Palm and two handed,0.0,SemSearch_ES-127,The arrest of the Falgstein,0.0,SemSearch_ES-127,Hand held tungsten of palm e,0.3529,SemSearch_ES-127,Hand held hand held palm woolframes,0.0,SemSearch_ES-127,Right handed E,0.0,SemSearch_ES-127,handheld tungsten of palm e,0.4128,SemSearch_ES-127,The Palmerston e  handle is,0.0,SemSearch_ES-127,handheld palm tungsten e,0.4128
SemSearch_ES-128,philadelphia neufchatel cheese,0.0068,SemSearch_ES-128,Philippine neon cheese,0.0056,SemSearch_ES-128,The Philadelphia New Catch Cheese is on the way,0.002,SemSearch_ES-128,Philadelphia  the cheese factory,0.0019,SemSearch_ES-128,The Philadelphia Neftal cheese,0.0088,SemSearch_ES-128,New Chateau cheese from Philadelphia,0.0081,SemSearch_ES-128,Philly newly chewed cheese,0.0011,SemSearch_ES-128,Philadelphia is a cheese maker,0.0022,SemSearch_ES-128,Neufchatel cheese from philadelphia,0.0094,SemSearch_ES-128,The Philadelphia New Chapel is a popular place for children to visit,0.0,SemSearch_ES-128,philadelphia neufchatel cheese,0.0068
SemSearch_ES-129,pizza populous detroit mi,0.0769,SemSearch_ES-129,The city of Detroit  in the United States,0.0,SemSearch_ES-129,Pizza population of Detroit is,1.0,SemSearch_ES-129,I  m a Detroit resident,0.0,SemSearch_ES-129,The pizza is crowded in Detroit,0.5,SemSearch_ES-129,Pizza is very crowded in Detroit,0.1667,SemSearch_ES-129,Pizza with a large population,0.0035,SemSearch_ES-129,The Detroit Mee pizza,1.0,SemSearch_ES-129,Detroit residents are my pizza,0.1111,SemSearch_ES-129,People are Detroit My Pizza,0.0625,SemSearch_ES-129,Populous Detroit mi pizza,0.0769
SemSearch_ES-130,plymouth police department,0.0608,SemSearch_ES-130,Plymouth Police Department,0.0608,SemSearch_ES-130,Plymouth police station,0.0081,SemSearch_ES-130,Plymouth police department,0.0608,SemSearch_ES-130,Plymouth police department,0.0608,SemSearch_ES-130,Plymouth police department,0.0608,SemSearch_ES-130,Plymouth Police,0.2593,SemSearch_ES-130,Plymouth Police Department,0.0608,SemSearch_ES-130,Plymouth Police Department,0.0608,SemSearch_ES-130,The Plymouth Police Department,0.0608,SemSearch_ES-130,Plymouth police department,0.0608
SemSearch_ES-131,scpa san diego,1.0,SemSearch_ES-131,San Diego  USA,0.0093,SemSearch_ES-131,I m going to San Diego,0.0,SemSearch_ES-131,The Scaba San Diego,0.0015,SemSearch_ES-131,San Diego is,0.0015,SemSearch_ES-131,scpa san diego,1.0,SemSearch_ES-131,The SPA San Diego,0.0,SemSearch_ES-131,The San Diego Spa,0.0,SemSearch_ES-131,The SCPA of San Diego,1.0,SemSearch_ES-131,San Diego,0.0015,SemSearch_ES-131,scpa san diego,1.0
SemSearch_ES-132,sealy mattress co,0.5714,SemSearch_ES-132,The company is a closed bed company,0.0046,SemSearch_ES-132,Locking mattress Co,0.0127,SemSearch_ES-132,The sedation company,0.0,SemSearch_ES-132,The parent companies,0.0,SemSearch_ES-132,Other  of a thickness of not more than    mm,0.0,SemSearch_ES-132,Other instruments,0.0,SemSearch_ES-132,A mattress with a seal,0.046,SemSearch_ES-132,Co,0.0,SemSearch_ES-132,Stamp sewing company,0.0,SemSearch_ES-132,mattress co,0.0344
SemSearch_ES-135,spring shoes canada,0.0227,SemSearch_ES-135,Spring shoes  Canada,0.0227,SemSearch_ES-135,Spring shoes Canada,0.0227,SemSearch_ES-135,Spring shoes Canada,0.0227,SemSearch_ES-135,Canadian spring shoes,0.0147,SemSearch_ES-135,Canadian spring shoes,0.0147,SemSearch_ES-135,Spring shoes Canada,0.0227,SemSearch_ES-135,spring shoes Canada,0.0227,SemSearch_ES-135,Canadian spring shoes,0.0147,SemSearch_ES-135,Spring shoes Canada,0.0227,SemSearch_ES-135,spring shoes canada,0.0227
SemSearch_ES-136,sri lanka government gazette,0.3339,SemSearch_ES-136,Sri Lankan government newspaper,0.2132,SemSearch_ES-136,Sri Lanka government Gazette,0.3339,SemSearch_ES-136,Sri Lankan government newspaper,0.2132,SemSearch_ES-136,Sri Lankan government newspaper,0.2132,SemSearch_ES-136,Government Gazette of Sri Lanka,0.3339,SemSearch_ES-136,Sri Lanka Government,0.1192,SemSearch_ES-136,Sri Lanka government newspaper,0.2681,SemSearch_ES-136,Sri Lanka Government Gazette,0.3339,SemSearch_ES-136,Government newspaper of Sri Lanka,0.2681,SemSearch_ES-136,Sri Lankan government newspaper,0.2132
SemSearch_ES-137,steak express,0.0185,SemSearch_ES-137,The steak is fast,0.0072,SemSearch_ES-137,The steak express,0.0185,SemSearch_ES-137,The fast meat,0.0,SemSearch_ES-137,The steak express,0.0185,SemSearch_ES-137,express beer,0.0,SemSearch_ES-137,Steak Express,0.0185,SemSearch_ES-137,Steak express,0.0185,SemSearch_ES-137,The steak express,0.0185,SemSearch_ES-137,Express Peak,0.0,SemSearch_ES-137,steak express,0.0185
SemSearch_ES-139,the big texan steak house,0.2522,SemSearch_ES-139,The Texas Cowboys,0.0,SemSearch_ES-139,The Texas Steakhouse,0.4194,SemSearch_ES-139,Big bakery in Texas,0.0009,SemSearch_ES-139,The Big Meathouse of Texas,0.0029,SemSearch_ES-139,The Big Texas Fork House,0.0005,SemSearch_ES-139,The great Texas Steak House,0.1195,SemSearch_ES-139,Big Texas steakhouse,0.6235,SemSearch_ES-139,Big house of Texas steaks,0.3948,SemSearch_ES-139,The Great Taxon Beef House,0.002,SemSearch_ES-139,Big Texas steak house,0.3948
SemSearch_ES-141,ventura county court,0.1588,SemSearch_ES-141,The Vindu district court,0.0,SemSearch_ES-141,Venture County Courthouse,0.0,SemSearch_ES-141,Ventura County Courthouse,0.4213,SemSearch_ES-141,The Vintura County Courthouse,0.0,SemSearch_ES-141,Court of the County of Ventura,0.1588,SemSearch_ES-141,Ventura County Court,0.1588,SemSearch_ES-141,the Ventura District Court,0.0378,SemSearch_ES-141,Ventura District Court,0.0378,SemSearch_ES-141,Vanzura District Court,0.0,SemSearch_ES-141,the Ventura district court,0.0378
SemSearch_LS-1,Apollo astronauts who walked on the Moon,0.7228,SemSearch_LS-1,The astronauts walk on the moon,0.7126,SemSearch_LS-1,The Apollo moon landing,0.2144,SemSearch_LS-1,The astronaut Abu Bolun who walked on the moon,0.6424,SemSearch_LS-1,Apollo astronauts who walked on the moon,0.7228,SemSearch_LS-1,The Apollo astronauts who walked on the moon,0.7228,SemSearch_LS-1,Apollo astronauts who went to the moon,0.3445,SemSearch_LS-1,Apollo astronauts who walked on the moon,0.7228,SemSearch_LS-1,Apollo astronauts walking on the moon,0.7598,SemSearch_LS-1,The Apollo astronauts on the moon,0.4594,SemSearch_LS-1,Apollo astronauts who walked on the Moon,0.7228
SemSearch_LS-2,Arab states of the Persian Gulf,0.2877,SemSearch_LS-2,Arab countries of the Persian Gulf,0.2587,SemSearch_LS-2,Arab states in the Persian Gulf,0.2877,SemSearch_LS-2,The Arab states in the Persian Gulf,0.2877,SemSearch_LS-2,Arab countries of the Persian Gulf,0.2587,SemSearch_LS-2,Arab states of the Persian Gulf,0.2877,SemSearch_LS-2,Arab States of the Persian Gulf,0.2877,SemSearch_LS-2,Arab states of the Persian Gulf,0.2877,SemSearch_LS-2,Arab states of the Persian Gulf,0.2877,SemSearch_LS-2,The Persian Gulf Arab States,0.2877,SemSearch_LS-2,Arab Countries of the Persian Gulf,0.2587
SemSearch_LS-3,astronauts who landed on the Moon,0.2425,SemSearch_LS-3,astronauts who landed on the moon,0.2425,SemSearch_LS-3,The spacecraft that landed on the moon,0.023,SemSearch_LS-3,The astronauts who landed on the moon,0.2425,SemSearch_LS-3,The astronauts who landed on the moon,0.2425,SemSearch_LS-3,astronauts who landed on the moon,0.2425,SemSearch_LS-3,Astronauts who landed on the moon,0.2425,SemSearch_LS-3,astronauts who landed on the moon,0.2425,SemSearch_LS-3,Astronauts landing on the moon,0.1658,SemSearch_LS-3,The first manned mission to land on the moon was to fly the moon,0.3104,SemSearch_LS-3,Astronauts who returned to the Moon,0.185
SemSearch_LS-4,Axis powers of World War II,0.3066,SemSearch_LS-4,The Second World War was at its peak,0.0,SemSearch_LS-4,The momentum of the Second World War,0.0,SemSearch_LS-4,The Axis powers of World War II,0.3066,SemSearch_LS-4,The Axis powers of World War II,0.3066,SemSearch_LS-4,The Axis powers of World War II,0.3066,SemSearch_LS-4,The Axis powers of World War II,0.3066,SemSearch_LS-4,The Axis Powers of World War II,0.3066,SemSearch_LS-4,The Axis powers of World War II,0.3066,SemSearch_LS-4,The printing powers of World War II,0.0116,SemSearch_LS-4,States on the side of the axis of World War II,0.1144
SemSearch_LS-5,books of the Jewish canon,0.4674,SemSearch_LS-5,Jewish books,0.0334,SemSearch_LS-5,Books in the Jewish newspaper,0.0008,SemSearch_LS-5,The Jewish canals,0.0,SemSearch_LS-5,The Jewish Canon,0.3743,SemSearch_LS-5,books of the jewish canon,0.4674,SemSearch_LS-5,Books of the Jewish Canon,0.4674,SemSearch_LS-5,The Jewish canon,0.3743,SemSearch_LS-5,Jewish canon books,0.4674,SemSearch_LS-5,The Jewish Scriptures,0.1673,SemSearch_LS-5,Jewish religious books,0.0076
SemSearch_LS-6,boroughs of New York City,0.3024,SemSearch_LS-6,New York City is a city,0.0732,SemSearch_LS-6,The district of New York City,0.0523,SemSearch_LS-6,The New York City neighborhood,0.0011,SemSearch_LS-6,The people of New York City,0.0,SemSearch_LS-6,New York City neighborhoods,0.0011,SemSearch_LS-6,Districts of the City of New York,0.0523,SemSearch_LS-6,New York City counties,0.0734,SemSearch_LS-6,New York City area,0.0032,SemSearch_LS-6,Districts of New York City,0.0523,SemSearch_LS-6,villages of New York City,0.0167
SemSearch_LS-7,Branches of the US military,0.1575,SemSearch_LS-7,A branch of the U S  military,0.0133,SemSearch_LS-7,The branch of the U S  military,0.0133,SemSearch_LS-7,The branches of the U S  military,0.0133,SemSearch_LS-7,The branches of the U S  military,0.0133,SemSearch_LS-7,Branches of the U S  Army,0.0118,SemSearch_LS-7,Branches of the U S  Military,0.0133,SemSearch_LS-7,U S  military agencies,0.0039,SemSearch_LS-7,Branch of the U S  Army,0.0118,SemSearch_LS-7,The branches of the U S  military,0.0133,SemSearch_LS-7,U S  Military Industries,0.0024
SemSearch_LS-8,continents in the world,0.2372,SemSearch_LS-8,The continent of the world,0.2372,SemSearch_LS-8,The continent of the world,0.2372,SemSearch_LS-8,The continents of the world,0.2372,SemSearch_LS-8,The Continents of the World,0.2372,SemSearch_LS-8,the continents of the world,0.2372,SemSearch_LS-8,Continents of the world,0.2372,SemSearch_LS-8,the continents of the world,0.2372,SemSearch_LS-8,Continents of the world,0.2372,SemSearch_LS-8,The Continents of the World,0.2372,SemSearch_LS-8,continents of the earth,0.0528
SemSearch_LS-9,degrees of Eastern Orthodox monasticism,0.2019,SemSearch_LS-9,The extent of the Eastern Orthodox monastery,0.0126,SemSearch_LS-9,Degree in Eastern Orthodox Monasticism,0.2019,SemSearch_LS-9,Eastern Orthodox religious degrees,0.0995,SemSearch_LS-9,Degrees from Eastern Orthodox monks,0.1296,SemSearch_LS-9,degrees of monasticism in the Eastern Orthodox,0.2019,SemSearch_LS-9,Degree of Eastern Orthodox monasticism,0.2019,SemSearch_LS-9,degree of Eastern Orthodox monasticism,0.2019,SemSearch_LS-9,degree of Eastern Orthodox monk,0.1806,SemSearch_LS-9,The steps of the Eastern Orthodox Monastery,0.044,SemSearch_LS-9,Eastern Orthodox religious classes,0.0123
SemSearch_LS-10,did nicole kidman have any siblings,0.0461,SemSearch_LS-10,Nicole Kidman has no siblings,0.165,SemSearch_LS-10,Did Nicole Kidman have any siblings,0.0461,SemSearch_LS-10,Did Nicole Kidman have any brothers,0.0294,SemSearch_LS-10,Nicole Kidman had a sister and a brother,0.1573,SemSearch_LS-10,Does Nicole Kidman have any siblings,0.0503,SemSearch_LS-10,Does Nicole Kidman have any siblings,0.0503,SemSearch_LS-10,Did Nicole Kidman have any siblings,0.0461,SemSearch_LS-10,Does Nicole Kidman have any siblings,0.0503,SemSearch_LS-10,Nicole Kidman had no siblings,0.1043,SemSearch_LS-10,Did Nicole Kidman have a brother and sister,0.1179
SemSearch_LS-11,dioceses of the church of ireland,0.6272,SemSearch_LS-11,The parish of Ireland,0.0002,SemSearch_LS-11,The Episcopal Diocese of Ireland,0.0644,SemSearch_LS-11,The Diocese of the Church of Ireland,0.6272,SemSearch_LS-11,The dioceses of the Church of Ireland,0.6272,SemSearch_LS-11,dioceses of the Church of Ireland,0.6272,SemSearch_LS-11,Diocese of the Church of Ireland,0.6272,SemSearch_LS-11,the Church of Ireland,0.1461,SemSearch_LS-11,Church of Ireland diocese,0.6272,SemSearch_LS-11,The monasteries of the Irish Church,0.0009,SemSearch_LS-11,Irish churches,0.0365
SemSearch_LS-12,first targets of the atomic bomb,0.0858,SemSearch_LS-12,The first target of the atomic bomb,0.0858,SemSearch_LS-12,The first target of the atomic bomb,0.0858,SemSearch_LS-12,The first atomic bomb targets,0.0858,SemSearch_LS-12,The first atomic bomb targets,0.0858,SemSearch_LS-12,the first targets of the atomic bomb,0.0858,SemSearch_LS-12,First targets of the atomic bomb,0.0858,SemSearch_LS-12,The first targets of the atomic bomb,0.0858,SemSearch_LS-12,The first target of the atomic bomb,0.0858,SemSearch_LS-12,The first targets of nuclear bombs,0.0338,SemSearch_LS-12,the first targets of the atomic bomb,0.0858
SemSearch_LS-13,five great epics of Tamil literature,0.5042,SemSearch_LS-13,Five great Tamil epics,0.4736,SemSearch_LS-13,The five great Tamil literatures,0.4634,SemSearch_LS-13,Five short stories from Tamil literature,0.1701,SemSearch_LS-13,The five great epics of Tamil literature,0.5042,SemSearch_LS-13,five major episodes of tamil literature,0.1995,SemSearch_LS-13,Five great epics of Tamil literature,0.5042,SemSearch_LS-13,The five great epics of Tamil literature,0.5042,SemSearch_LS-13,Five great epics in Tamil literature,0.5042,SemSearch_LS-13,The five great epics of Tamil literature,0.5042,SemSearch_LS-13,The five great epics of Tamil literature,0.5042
SemSearch_LS-14,gods who dwelt on Mount Olympus,0.2423,SemSearch_LS-14,The gods who live on Mount Olympus,0.2641,SemSearch_LS-14,The gods who lived on Mount Olympus,0.2641,SemSearch_LS-14,The gods who lived on Mount Olympus,0.2641,SemSearch_LS-14,The gods who lived on Mount Olympus,0.2641,SemSearch_LS-14,the gods who lived on Mount Olympus,0.2641,SemSearch_LS-14,Gods who lived on Mount Olympus,0.2641,SemSearch_LS-14,The gods who lived on Mount Olympus,0.2641,SemSearch_LS-14,The God who dwells on Mount Olympus,0.2338,SemSearch_LS-14,The gods of Mount Olympus,0.2233,SemSearch_LS-14,gods who lived on Mount Olympus,0.2641
SemSearch_LS-16,hijackers in the September 11 attacks,0.7758,SemSearch_LS-16,The attacks of,0.0332,SemSearch_LS-16,The      hijackers,0.0754,SemSearch_LS-16,The hijackers in the      attacks,0.4311,SemSearch_LS-16,Robots in the      attacks,0.0,SemSearch_LS-16,The air raiders during the      attacks,0.0001,SemSearch_LS-16,The hijackers of the September    attacks,0.7158,SemSearch_LS-16,The kidnappers in the September    attacks,0.0264,SemSearch_LS-16,The kidnappers in the September    attacks,0.0264,SemSearch_LS-16,The kidnappers in the September    attacks,0.0264,SemSearch_LS-16,refugees in the September    attacks,0.0012
SemSearch_LS-17,houses of the Russian parliament,0.5057,SemSearch_LS-17,The Russian Parliament,0.4203,SemSearch_LS-17,House of the Russian Parliament,0.5057,SemSearch_LS-17,Houses of the Russian Parliament,0.5057,SemSearch_LS-17,Houses of the Russian Parliament,0.5057,SemSearch_LS-17,the chambers of the Russian parliament,0.0654,SemSearch_LS-17,Houses of the Russian Parliament,0.5057,SemSearch_LS-17,The Chambers of the Russian Parliament,0.0654,SemSearch_LS-17,The Russian Parliament,0.4203,SemSearch_LS-17,Houses of the Russian Parliament,0.5057,SemSearch_LS-17,the Russian parliament,0.4203
SemSearch_LS-18,"john lennon, parents",0.2495,SemSearch_LS-18,John Lennon  his parents,0.2766,SemSearch_LS-18,John Lennon  his parents,0.2766,SemSearch_LS-18,John Lennon s parents,0.1393,SemSearch_LS-18,John Lennon  parents,0.2495,SemSearch_LS-18,John Lennon  the parents,0.2495,SemSearch_LS-18,John Lennon  parents,0.2495,SemSearch_LS-18,John Lennon  his parents,0.2766,SemSearch_LS-18,John Lennon  the parents,0.2495,SemSearch_LS-18,John Lennon  parents,0.2495,SemSearch_LS-18,John Lennon  parents,0.2495
