qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
SemSearch_LS-44,what languages do they speak in afghanistan,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-46,where the British monarch is also head of state,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-49,who invented the python programming language,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-50,wonders of the ancient world,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-1,Carriers that Blackberry makes phones for.,0.2,3,backtranslation_fra_latn,0.3333,Operators that Blackberry makes phones for,backtranslation_zsm_latn,0.3333,The operator that Blackberry made the phone for,backtranslation_swh_latn,0.3333,The operators for whom Blackberry makes phones,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-2,Winners of the ACM Athena award.,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-4,Professional sports teams in Philadelphia.,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-5,"Products of Medimmune, Inc.",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-6,Organizations that award Nobel prizes.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-7,Airlines that currently use Boeing 747 planes.,0.1111,6,backtranslation_arb_arab,0.25,Airlines currently using Boeing    s,backtranslation_rus_cyrl,0.25,Airlines that currently use Boeing    s,backtranslation_deu_latn,0.2,Airlines currently operating Boeing,backtranslation_zsm_latn,0.2,Airlines currently operating Boeing,backtranslation_yue_hant,0.1667,The airline that currently operates the Boeing    s,backtranslation_pes_arab,0.125,Airlines that already use Boeing    s,,,,,,,,,,,,
TREC_Entity-9,Members of The Beaux Arts Trio.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-10,Campuses of Indiana University.,0.5,5,backtranslation_yue_hant,1.0,The campus of Indiana University,backtranslation_kor_hang,1.0,The Indiana University campus,backtranslation_arb_arab,1.0,The Indiana campus,backtranslation_rus_cyrl,1.0,The Indiana University campus,backtranslation_zsm_latn,1.0,The Indiana campus,,,,,,,,,,,,,,,
TREC_Entity-11,Donors to the Home Depot Foundation.,0.5,1,backtranslation_zsm_latn,1.0,Delivery to the Home Depot Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-12,Airlines that Air Canada has code share flights with.,0.037,7,backtranslation_kor_hang,1.0,Air Canada is a code sharing airline,backtranslation_arb_arab,0.2,Air Canada has a joint flight code with Air Canada,backtranslation_fra_latn,0.0833,Airlines with which Air Canada shares flights,backtranslation_pes_arab,0.0714,Airlines with which Air Canada has joint flights,backtranslation_zsm_latn,0.0588,The airline that Air Canada has flights with the code,backtranslation_swh_latn,0.0455,Airlines with which Air Canada has a codeshare flight,backtranslation_rus_cyrl,0.0385,Airlines with which Air Canada has code swap flights,,,,,,,,,
TREC_Entity-14,Authors awarded an Anthony Award at Bouchercon in 2007.,0.5,4,backtranslation_fra_latn,1.0,The authors received an Anthony Award at the Bouchercon in,backtranslation_deu_latn,1.0,The authors were awarded an Anthony Award at the Bouchercon in,backtranslation_rus_cyrl,1.0,The authors awarded the Anthony Award at the Buchercon in,backtranslation_zsm_latn,1.0,The author was awarded the Anthony Award at the Bouchercon in,,,,,,,,,,,,,,,,,,
TREC_Entity-15,Universities that are members of the SEC conference for football.,0.5,2,backtranslation_yue_hant,1.0,The College Football is a member of the SEC,backtranslation_kor_hang,1.0,College is a member of the SEC Conference on Football,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-16,Sponsors of the Mancuso quilt festivals.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-17,Chefs with a show on the Food Network.,0.5,4,backtranslation_kor_hang,1.0,The chefs doing the show on the food network,backtranslation_arb_arab,1.0,Chefs with a program on the food network,backtranslation_deu_latn,1.0,Kitcheners with a show on the Food Network,backtranslation_swh_latn,1.0,Cook and show on Food Network,,,,,,,,,,,,,,,,,,
TREC_Entity-18,Members of the band Jefferson Airplane.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-19,Companies that John Hennessey serves on the board of.,0.3333,1,backtranslation_deu_latn,1.0,A company headed by John Hennessey,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-20,Scotch whisky distilleries on the island of Islay.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
