qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
SemSearch_ES-123,michael zimmerman,1.0,SemSearch_ES-123,Max Zimmerman  who is also a writer,0.0278,SemSearch_ES-123,I m not going to lie,0.0,SemSearch_ES-123,Michael Zimmerman is here,0.5,SemSearch_ES-123,I m not going to lie,0.0,SemSearch_ES-123,Michael Zimmerman,1.0,SemSearch_ES-123,Michael Zimmerman,1.0,SemSearch_ES-123,Michael Zimmerman is the guy,0.5,SemSearch_ES-123,Michael Zimmerman is the one,1.0,SemSearch_ES-123,Michael Zimmerman is a writer,1.0,SemSearch_ES-123,Michael Zimmerman,1.0
SemSearch_ES-124,motorola bluetooth hs850,1.0,SemSearch_ES-124,Motorola Bluetooth is the hs,0.3333,SemSearch_ES-124,The Motorola Bluetooth Hs    is a,0.3333,SemSearch_ES-124,Motorola Bluetooth is the hs,0.3333,SemSearch_ES-124,The Motorola Bluetooth Hs    is a,0.3333,SemSearch_ES-124,the motorola bluetooth hs,0.3333,SemSearch_ES-124,Other equipment,0.0,SemSearch_ES-124,The Motorola Bluetooth hs,0.3333,SemSearch_ES-124,The Motorola Bluetooth is hs,0.3333,SemSearch_ES-124,Motorola Bluetooth hs    is also available,0.25,SemSearch_ES-124,Motorola bluetooth hs,0.3333
SemSearch_ES-125,nokia e73,0.5,SemSearch_ES-125,It s a Nokia E,0.1111,SemSearch_ES-125,The Nokia E,1.0,SemSearch_ES-125,The Nokia E,1.0,SemSearch_ES-125,The Nokia E,1.0,SemSearch_ES-125,the phone number,0.0,SemSearch_ES-125,Other equipment,0.0,SemSearch_ES-125,The Nokia E,1.0,SemSearch_ES-125,The Nokia E,1.0,SemSearch_ES-125,Nokia E,1.0,SemSearch_ES-125,The Nokia E,1.0
SemSearch_ES-127,palm tungsten e2 handheld,1.0,SemSearch_ES-127,It s a brown tungsten e  handbag,0.3333,SemSearch_ES-127,Hand held palmstone E,0.0,SemSearch_ES-127,Palm and two handed,0.0013,SemSearch_ES-127,The arrest of the Falgstein,0.0,SemSearch_ES-127,Hand held tungsten of palm e,1.0,SemSearch_ES-127,Hand held hand held palm woolframes,0.0,SemSearch_ES-127,Right handed E,0.0,SemSearch_ES-127,handheld tungsten of palm e,1.0,SemSearch_ES-127,The Palmerston e  handle is,0.0,SemSearch_ES-127,handheld palm tungsten e,1.0
SemSearch_ES-128,philadelphia neufchatel cheese,0.0238,SemSearch_ES-128,Philippine neon cheese,0.0476,SemSearch_ES-128,The Philadelphia New Catch Cheese is on the way,0.0096,SemSearch_ES-128,Philadelphia  the cheese factory,0.0104,SemSearch_ES-128,The Philadelphia Neftal cheese,0.0833,SemSearch_ES-128,New Chateau cheese from Philadelphia,0.0244,SemSearch_ES-128,Philly newly chewed cheese,0.0077,SemSearch_ES-128,Philadelphia is a cheese maker,0.0152,SemSearch_ES-128,Neufchatel cheese from philadelphia,0.0238,SemSearch_ES-128,The Philadelphia New Chapel is a popular place for children to visit,0.0,SemSearch_ES-128,philadelphia neufchatel cheese,0.0238
SemSearch_ES-129,pizza populous detroit mi,0.3333,SemSearch_ES-129,The city of Detroit  in the United States,0.001,SemSearch_ES-129,Pizza population of Detroit is,1.0,SemSearch_ES-129,I  m a Detroit resident,0.0,SemSearch_ES-129,The pizza is crowded in Detroit,0.5,SemSearch_ES-129,Pizza is very crowded in Detroit,0.5,SemSearch_ES-129,Pizza with a large population,0.0208,SemSearch_ES-129,The Detroit Mee pizza,1.0,SemSearch_ES-129,Detroit residents are my pizza,0.5,SemSearch_ES-129,People are Detroit My Pizza,1.0,SemSearch_ES-129,Populous Detroit mi pizza,0.3333
SemSearch_ES-130,plymouth police department,1.0,SemSearch_ES-130,Plymouth Police Department,1.0,SemSearch_ES-130,Plymouth police station,0.3333,SemSearch_ES-130,Plymouth police department,1.0,SemSearch_ES-130,Plymouth police department,1.0,SemSearch_ES-130,Plymouth police department,1.0,SemSearch_ES-130,Plymouth Police,0.5,SemSearch_ES-130,Plymouth Police Department,1.0,SemSearch_ES-130,Plymouth Police Department,1.0,SemSearch_ES-130,The Plymouth Police Department,1.0,SemSearch_ES-130,Plymouth police department,1.0
SemSearch_ES-131,scpa san diego,1.0,SemSearch_ES-131,San Diego  USA,0.0128,SemSearch_ES-131,I m going to San Diego,0.0017,SemSearch_ES-131,The Scaba San Diego,0.0015,SemSearch_ES-131,San Diego is,0.0015,SemSearch_ES-131,scpa san diego,1.0,SemSearch_ES-131,The SPA San Diego,0.0013,SemSearch_ES-131,The San Diego Spa,0.0013,SemSearch_ES-131,The SCPA of San Diego,1.0,SemSearch_ES-131,San Diego,0.0015,SemSearch_ES-131,scpa san diego,1.0
SemSearch_ES-132,sealy mattress co,1.0,SemSearch_ES-132,The company is a closed bed company,0.0114,SemSearch_ES-132,Locking mattress Co,0.0213,SemSearch_ES-132,The sedation company,0.0,SemSearch_ES-132,The parent companies,0.0,SemSearch_ES-132,Other  of a thickness of not more than    mm,0.0,SemSearch_ES-132,Other instruments,0.0,SemSearch_ES-132,A mattress with a seal,0.0769,SemSearch_ES-132,Co,0.0,SemSearch_ES-132,Stamp sewing company,0.0,SemSearch_ES-132,mattress co,0.0455
SemSearch_ES-135,spring shoes canada,0.0256,SemSearch_ES-135,Spring shoes  Canada,0.0256,SemSearch_ES-135,Spring shoes Canada,0.0256,SemSearch_ES-135,Spring shoes Canada,0.0256,SemSearch_ES-135,Canadian spring shoes,0.0076,SemSearch_ES-135,Canadian spring shoes,0.0076,SemSearch_ES-135,Spring shoes Canada,0.0256,SemSearch_ES-135,spring shoes Canada,0.0256,SemSearch_ES-135,Canadian spring shoes,0.0076,SemSearch_ES-135,Spring shoes Canada,0.0256,SemSearch_ES-135,spring shoes canada,0.0256
SemSearch_ES-136,sri lanka government gazette,1.0,SemSearch_ES-136,Sri Lankan government newspaper,1.0,SemSearch_ES-136,Sri Lanka government Gazette,1.0,SemSearch_ES-136,Sri Lankan government newspaper,1.0,SemSearch_ES-136,Sri Lankan government newspaper,1.0,SemSearch_ES-136,Government Gazette of Sri Lanka,1.0,SemSearch_ES-136,Sri Lanka Government,0.3333,SemSearch_ES-136,Sri Lanka government newspaper,1.0,SemSearch_ES-136,Sri Lanka Government Gazette,1.0,SemSearch_ES-136,Government newspaper of Sri Lanka,1.0,SemSearch_ES-136,Sri Lankan government newspaper,1.0
SemSearch_ES-137,steak express,0.0294,SemSearch_ES-137,The steak is fast,0.0088,SemSearch_ES-137,The steak express,0.0294,SemSearch_ES-137,The fast meat,0.0,SemSearch_ES-137,The steak express,0.0294,SemSearch_ES-137,express beer,0.0,SemSearch_ES-137,Steak Express,0.0294,SemSearch_ES-137,Steak express,0.0294,SemSearch_ES-137,The steak express,0.0294,SemSearch_ES-137,Express Peak,0.0,SemSearch_ES-137,steak express,0.0294
SemSearch_ES-139,the big texan steak house,1.0,SemSearch_ES-139,The Texas Cowboys,0.0,SemSearch_ES-139,The Texas Steakhouse,1.0,SemSearch_ES-139,Big bakery in Texas,0.0075,SemSearch_ES-139,The Big Meathouse of Texas,0.0143,SemSearch_ES-139,The Big Texas Fork House,0.0025,SemSearch_ES-139,The great Texas Steak House,1.0,SemSearch_ES-139,Big Texas steakhouse,1.0,SemSearch_ES-139,Big house of Texas steaks,1.0,SemSearch_ES-139,The Great Taxon Beef House,0.0435,SemSearch_ES-139,Big Texas steak house,1.0
SemSearch_ES-141,ventura county court,0.5,SemSearch_ES-141,The Vindu district court,0.0,SemSearch_ES-141,Venture County Courthouse,0.0,SemSearch_ES-141,Ventura County Courthouse,1.0,SemSearch_ES-141,The Vintura County Courthouse,0.0,SemSearch_ES-141,Court of the County of Ventura,0.5,SemSearch_ES-141,Ventura County Court,0.5,SemSearch_ES-141,the Ventura District Court,0.2,SemSearch_ES-141,Ventura District Court,0.2,SemSearch_ES-141,Vanzura District Court,0.0,SemSearch_ES-141,the Ventura district court,0.2
SemSearch_LS-1,Apollo astronauts who walked on the Moon,1.0,SemSearch_LS-1,The astronauts walk on the moon,1.0,SemSearch_LS-1,The Apollo moon landing,0.5,SemSearch_LS-1,The astronaut Abu Bolun who walked on the moon,1.0,SemSearch_LS-1,Apollo astronauts who walked on the moon,1.0,SemSearch_LS-1,The Apollo astronauts who walked on the moon,1.0,SemSearch_LS-1,Apollo astronauts who went to the moon,1.0,SemSearch_LS-1,Apollo astronauts who walked on the moon,1.0,SemSearch_LS-1,Apollo astronauts walking on the moon,1.0,SemSearch_LS-1,The Apollo astronauts on the moon,1.0,SemSearch_LS-1,Apollo astronauts who walked on the Moon,1.0
SemSearch_LS-2,Arab states of the Persian Gulf,1.0,SemSearch_LS-2,Arab countries of the Persian Gulf,1.0,SemSearch_LS-2,Arab states in the Persian Gulf,1.0,SemSearch_LS-2,The Arab states in the Persian Gulf,1.0,SemSearch_LS-2,Arab countries of the Persian Gulf,1.0,SemSearch_LS-2,Arab states of the Persian Gulf,1.0,SemSearch_LS-2,Arab States of the Persian Gulf,1.0,SemSearch_LS-2,Arab states of the Persian Gulf,1.0,SemSearch_LS-2,Arab states of the Persian Gulf,1.0,SemSearch_LS-2,The Persian Gulf Arab States,1.0,SemSearch_LS-2,Arab Countries of the Persian Gulf,1.0
SemSearch_LS-3,astronauts who landed on the Moon,1.0,SemSearch_LS-3,astronauts who landed on the moon,1.0,SemSearch_LS-3,The spacecraft that landed on the moon,1.0,SemSearch_LS-3,The astronauts who landed on the moon,1.0,SemSearch_LS-3,The astronauts who landed on the moon,1.0,SemSearch_LS-3,astronauts who landed on the moon,1.0,SemSearch_LS-3,Astronauts who landed on the moon,1.0,SemSearch_LS-3,astronauts who landed on the moon,1.0,SemSearch_LS-3,Astronauts landing on the moon,0.3333,SemSearch_LS-3,The first manned mission to land on the moon was to fly the moon,1.0,SemSearch_LS-3,Astronauts who returned to the Moon,1.0
SemSearch_LS-4,Axis powers of World War II,1.0,SemSearch_LS-4,The Second World War was at its peak,0.5,SemSearch_LS-4,The momentum of the Second World War,0.0588,SemSearch_LS-4,The Axis powers of World War II,1.0,SemSearch_LS-4,The Axis powers of World War II,1.0,SemSearch_LS-4,The Axis powers of World War II,1.0,SemSearch_LS-4,The Axis powers of World War II,1.0,SemSearch_LS-4,The Axis Powers of World War II,1.0,SemSearch_LS-4,The Axis powers of World War II,1.0,SemSearch_LS-4,The printing powers of World War II,1.0,SemSearch_LS-4,States on the side of the axis of World War II,1.0
SemSearch_LS-5,books of the Jewish canon,1.0,SemSearch_LS-5,Jewish books,0.3333,SemSearch_LS-5,Books in the Jewish newspaper,0.0141,SemSearch_LS-5,The Jewish canals,0.0,SemSearch_LS-5,The Jewish Canon,1.0,SemSearch_LS-5,books of the jewish canon,1.0,SemSearch_LS-5,Books of the Jewish Canon,1.0,SemSearch_LS-5,The Jewish canon,1.0,SemSearch_LS-5,Jewish canon books,1.0,SemSearch_LS-5,The Jewish Scriptures,1.0,SemSearch_LS-5,Jewish religious books,0.0909
SemSearch_LS-6,boroughs of New York City,1.0,SemSearch_LS-6,New York City is a city,1.0,SemSearch_LS-6,The district of New York City,1.0,SemSearch_LS-6,The New York City neighborhood,0.0159,SemSearch_LS-6,The people of New York City,1.0,SemSearch_LS-6,New York City neighborhoods,0.0159,SemSearch_LS-6,Districts of the City of New York,1.0,SemSearch_LS-6,New York City counties,0.0667,SemSearch_LS-6,New York City area,0.0667,SemSearch_LS-6,Districts of New York City,1.0,SemSearch_LS-6,villages of New York City,0.1667
SemSearch_LS-7,Branches of the US military,1.0,SemSearch_LS-7,A branch of the U S  military,0.1429,SemSearch_LS-7,The branch of the U S  military,0.1429,SemSearch_LS-7,The branches of the U S  military,0.1429,SemSearch_LS-7,The branches of the U S  military,0.1429,SemSearch_LS-7,Branches of the U S  Army,0.1667,SemSearch_LS-7,Branches of the U S  Military,0.1429,SemSearch_LS-7,U S  military agencies,0.0588,SemSearch_LS-7,Branch of the U S  Army,0.1667,SemSearch_LS-7,The branches of the U S  military,0.1429,SemSearch_LS-7,U S  Military Industries,0.006
SemSearch_LS-8,continents in the world,1.0,SemSearch_LS-8,The continent of the world,1.0,SemSearch_LS-8,The continent of the world,1.0,SemSearch_LS-8,The continents of the world,1.0,SemSearch_LS-8,The Continents of the World,1.0,SemSearch_LS-8,the continents of the world,1.0,SemSearch_LS-8,Continents of the world,1.0,SemSearch_LS-8,the continents of the world,1.0,SemSearch_LS-8,Continents of the world,1.0,SemSearch_LS-8,The Continents of the World,1.0,SemSearch_LS-8,continents of the earth,0.5
SemSearch_LS-9,degrees of Eastern Orthodox monasticism,1.0,SemSearch_LS-9,The extent of the Eastern Orthodox monastery,0.1,SemSearch_LS-9,Degree in Eastern Orthodox Monasticism,1.0,SemSearch_LS-9,Eastern Orthodox religious degrees,1.0,SemSearch_LS-9,Degrees from Eastern Orthodox monks,1.0,SemSearch_LS-9,degrees of monasticism in the Eastern Orthodox,1.0,SemSearch_LS-9,Degree of Eastern Orthodox monasticism,1.0,SemSearch_LS-9,degree of Eastern Orthodox monasticism,1.0,SemSearch_LS-9,degree of Eastern Orthodox monk,1.0,SemSearch_LS-9,The steps of the Eastern Orthodox Monastery,1.0,SemSearch_LS-9,Eastern Orthodox religious classes,0.25
SemSearch_LS-10,did nicole kidman have any siblings,0.1111,SemSearch_LS-10,Nicole Kidman has no siblings,0.25,SemSearch_LS-10,Did Nicole Kidman have any siblings,0.1111,SemSearch_LS-10,Did Nicole Kidman have any brothers,0.125,SemSearch_LS-10,Nicole Kidman had a sister and a brother,0.5,SemSearch_LS-10,Does Nicole Kidman have any siblings,0.2,SemSearch_LS-10,Does Nicole Kidman have any siblings,0.2,SemSearch_LS-10,Did Nicole Kidman have any siblings,0.1111,SemSearch_LS-10,Does Nicole Kidman have any siblings,0.2,SemSearch_LS-10,Nicole Kidman had no siblings,0.3333,SemSearch_LS-10,Did Nicole Kidman have a brother and sister,1.0
SemSearch_LS-11,dioceses of the church of ireland,1.0,SemSearch_LS-11,The parish of Ireland,0.0051,SemSearch_LS-11,The Episcopal Diocese of Ireland,1.0,SemSearch_LS-11,The Diocese of the Church of Ireland,1.0,SemSearch_LS-11,The dioceses of the Church of Ireland,1.0,SemSearch_LS-11,dioceses of the Church of Ireland,1.0,SemSearch_LS-11,Diocese of the Church of Ireland,1.0,SemSearch_LS-11,the Church of Ireland,1.0,SemSearch_LS-11,Church of Ireland diocese,1.0,SemSearch_LS-11,The monasteries of the Irish Church,0.0122,SemSearch_LS-11,Irish churches,1.0
SemSearch_LS-12,first targets of the atomic bomb,1.0,SemSearch_LS-12,The first target of the atomic bomb,1.0,SemSearch_LS-12,The first target of the atomic bomb,1.0,SemSearch_LS-12,The first atomic bomb targets,1.0,SemSearch_LS-12,The first atomic bomb targets,1.0,SemSearch_LS-12,the first targets of the atomic bomb,1.0,SemSearch_LS-12,First targets of the atomic bomb,1.0,SemSearch_LS-12,The first targets of the atomic bomb,1.0,SemSearch_LS-12,The first target of the atomic bomb,1.0,SemSearch_LS-12,The first targets of nuclear bombs,0.2,SemSearch_LS-12,the first targets of the atomic bomb,1.0
SemSearch_LS-13,five great epics of Tamil literature,1.0,SemSearch_LS-13,Five great Tamil epics,1.0,SemSearch_LS-13,The five great Tamil literatures,1.0,SemSearch_LS-13,Five short stories from Tamil literature,0.25,SemSearch_LS-13,The five great epics of Tamil literature,1.0,SemSearch_LS-13,five major episodes of tamil literature,1.0,SemSearch_LS-13,Five great epics of Tamil literature,1.0,SemSearch_LS-13,The five great epics of Tamil literature,1.0,SemSearch_LS-13,Five great epics in Tamil literature,1.0,SemSearch_LS-13,The five great epics of Tamil literature,1.0,SemSearch_LS-13,The five great epics of Tamil literature,1.0
SemSearch_LS-14,gods who dwelt on Mount Olympus,0.5,SemSearch_LS-14,The gods who live on Mount Olympus,1.0,SemSearch_LS-14,The gods who lived on Mount Olympus,1.0,SemSearch_LS-14,The gods who lived on Mount Olympus,1.0,SemSearch_LS-14,The gods who lived on Mount Olympus,1.0,SemSearch_LS-14,the gods who lived on Mount Olympus,1.0,SemSearch_LS-14,Gods who lived on Mount Olympus,1.0,SemSearch_LS-14,The gods who lived on Mount Olympus,1.0,SemSearch_LS-14,The God who dwells on Mount Olympus,0.3333,SemSearch_LS-14,The gods of Mount Olympus,1.0,SemSearch_LS-14,gods who lived on Mount Olympus,1.0
SemSearch_LS-16,hijackers in the September 11 attacks,1.0,SemSearch_LS-16,The attacks of,1.0,SemSearch_LS-16,The      hijackers,0.3333,SemSearch_LS-16,The hijackers in the      attacks,1.0,SemSearch_LS-16,Robots in the      attacks,0.0017,SemSearch_LS-16,The air raiders during the      attacks,0.0038,SemSearch_LS-16,The hijackers of the September    attacks,1.0,SemSearch_LS-16,The kidnappers in the September    attacks,0.1429,SemSearch_LS-16,The kidnappers in the September    attacks,0.1429,SemSearch_LS-16,The kidnappers in the September    attacks,0.1429,SemSearch_LS-16,refugees in the September    attacks,1.0
SemSearch_LS-17,houses of the Russian parliament,1.0,SemSearch_LS-17,The Russian Parliament,1.0,SemSearch_LS-17,House of the Russian Parliament,1.0,SemSearch_LS-17,Houses of the Russian Parliament,1.0,SemSearch_LS-17,Houses of the Russian Parliament,1.0,SemSearch_LS-17,the chambers of the Russian parliament,1.0,SemSearch_LS-17,Houses of the Russian Parliament,1.0,SemSearch_LS-17,The Chambers of the Russian Parliament,1.0,SemSearch_LS-17,The Russian Parliament,1.0,SemSearch_LS-17,Houses of the Russian Parliament,1.0,SemSearch_LS-17,the Russian parliament,1.0
SemSearch_LS-18,"john lennon, parents",0.5,SemSearch_LS-18,John Lennon  his parents,1.0,SemSearch_LS-18,John Lennon  his parents,1.0,SemSearch_LS-18,John Lennon s parents,0.25,SemSearch_LS-18,John Lennon  parents,0.5,SemSearch_LS-18,John Lennon  the parents,0.5,SemSearch_LS-18,John Lennon  parents,0.5,SemSearch_LS-18,John Lennon  his parents,1.0,SemSearch_LS-18,John Lennon  the parents,0.5,SemSearch_LS-18,John Lennon  parents,0.5,SemSearch_LS-18,John Lennon  parents,0.5
SemSearch_LS-19,kenya's captain in cricket,1.0,SemSearch_LS-19,The Kenyan captain is in cricket,1.0,SemSearch_LS-19,The Kenyan cricketer,1.0,SemSearch_LS-19,Captain Kenya in cricket,1.0,SemSearch_LS-19,Kenya captain in cricket,1.0,SemSearch_LS-19,Kenya captain in cricket,1.0,SemSearch_LS-19,Kenya captain in cricket,1.0,SemSearch_LS-19,Kenya captain in cricket,1.0,SemSearch_LS-19,Kenya captain in cricket,1.0,SemSearch_LS-19,Kenya captain in cricket,1.0,SemSearch_LS-19,Kenya s leader in cricket,0.5
SemSearch_LS-20,kublai khan siblings,0.5,SemSearch_LS-20,The Kublai Khan brothers,1.0,SemSearch_LS-20,Brother Kublai Khan,1.0,SemSearch_LS-20,The brothers of Kublai Khan,1.0,SemSearch_LS-20,The Kabbalah Khan brothers,0.0064,SemSearch_LS-20,brothers and sisters of Kublai Khan,0.5,SemSearch_LS-20,The Kublai Khan sisters,0.5,SemSearch_LS-20,The Kublai han brothers,1.0,SemSearch_LS-20,The Kublai Khan brothers,1.0,SemSearch_LS-20,The brothers Kublai Khan,1.0,SemSearch_LS-20,The brother of Kublai Khan,1.0
SemSearch_LS-21,lilly allen parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0,SemSearch_LS-21,by Lily Allen s parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0,SemSearch_LS-21,Lily Allen s parents,1.0
SemSearch_LS-22,major leagues in the united states,1.0,SemSearch_LS-22,The American League,0.1429,SemSearch_LS-22,The US Major League,1.0,SemSearch_LS-22,Major patrol in the United States,0.0,SemSearch_LS-22,The United States major leagues,1.0,SemSearch_LS-22,Major League in the United States,1.0,SemSearch_LS-22,Major League in the United States,1.0,SemSearch_LS-22,Major leagues in the United States,1.0,SemSearch_LS-22,major leagues in the United States,1.0,SemSearch_LS-22,The major leagues in the United States,1.0,SemSearch_LS-22,major leagues in the United States,1.0
SemSearch_LS-24,matt berry tv series,1.0,SemSearch_LS-24,Matt Berry is a television series,1.0,SemSearch_LS-24,The Matty Berry TV series,0.0263,SemSearch_LS-24,A television series,0.0,SemSearch_LS-24,The Matt Barry TV series,0.0032,SemSearch_LS-24,television series Matt Berry,1.0,SemSearch_LS-24,Matt Berry TV series,1.0,SemSearch_LS-24,Matt Berry is a series,1.0,SemSearch_LS-24,Matt Berry television series,1.0,SemSearch_LS-24,Matt Perry television series,0.004,SemSearch_LS-24,Matt Berry television series,1.0
SemSearch_LS-25,members of u2?,1.0,SemSearch_LS-25,Members of U,0.0,SemSearch_LS-25,Members of U,0.0,SemSearch_LS-25,U  members,0.0,SemSearch_LS-25,Members of U,0.0,SemSearch_LS-25,Members of the U,0.0,SemSearch_LS-25,Members of the U s,0.0,SemSearch_LS-25,U  members,0.0,SemSearch_LS-25,Member of the U,0.0,SemSearch_LS-25,U  members,0.0,SemSearch_LS-25,U  members,0.0
SemSearch_LS-26,movies starring erykah badu,0.3333,SemSearch_LS-26,Starring  Erika Badu,1.0,SemSearch_LS-26,The film stars Erica Buddu,0.0015,SemSearch_LS-26,The films starring Erica Badu,1.0,SemSearch_LS-26,Actor  Eric Badu,1.0,SemSearch_LS-26,films with Erika Badu,1.0,SemSearch_LS-26,Movies with Erikha Badu,0.5,SemSearch_LS-26,The movie with Eric Badu,1.0,SemSearch_LS-26,A film starring erykah badu,1.0,SemSearch_LS-26,The films starring Erika Pudu,0.0,SemSearch_LS-26,films by erykah badu,0.0909
SemSearch_LS-29,nations where Portuguese is an official language,1.0,SemSearch_LS-29,Portuguese is the official language,1.0,SemSearch_LS-29,A country where Portuguese is the official language,1.0,SemSearch_LS-29,Countries where Portuguese is the official language,1.0,SemSearch_LS-29,Countries whose official language is Portuguese,0.5,SemSearch_LS-29,country where Portuguese is the official language,1.0,SemSearch_LS-29,Countries where Portuguese is the official language,1.0,SemSearch_LS-29,countries where Portuguese is the official language,1.0,SemSearch_LS-29,countries where Portuguese is the official language,1.0,SemSearch_LS-29,Countries where Portuguese is the official language,1.0,SemSearch_LS-29,countries where Portuguese is the official language,1.0
SemSearch_LS-30,orders (or 'choirs') of angels,0.1667,SemSearch_LS-30,The Angel Choir,0.2,SemSearch_LS-30,The order of the angels,0.002,SemSearch_LS-30,The angels  or  corats,0.0,SemSearch_LS-30,The order of angels  or  country,0.0,SemSearch_LS-30,Order  or  chorses   of angels,0.002,SemSearch_LS-30,Order  or  corps   of the Angels,0.0,SemSearch_LS-30,Order of angels  or  chors,0.0,SemSearch_LS-30,Order  or  choral   of angels,0.0135,SemSearch_LS-30,The Angels Orders  or  Coors,0.0,SemSearch_LS-30,The instructions of the angels  or  chora,0.0
SemSearch_LS-31,permanent members of the UN Security Council,1.0,SemSearch_LS-31,The permanent chairman of the UN Security Council,1.0,SemSearch_LS-31,Permanent member of the UN Security Council,1.0,SemSearch_LS-31,Permanent members of the UN Security Council,1.0,SemSearch_LS-31,Permanent members of the UN Security Council,1.0,SemSearch_LS-31,Permanent members of the United Nations Security Council,1.0,SemSearch_LS-31,Permanent members of the UN Security Council,1.0,SemSearch_LS-31,Permanent members of the UN Security Council,1.0,SemSearch_LS-31,Permanent member of the UN Security Council,1.0,SemSearch_LS-31,The United Nations Security Council is a permanent member of the United Nations Security Council,0.5,SemSearch_LS-31,permanent members of the UN Security Council,1.0
SemSearch_LS-32,presidents depicted on mount rushmore who died of shooting,0.5,SemSearch_LS-32,The president pictured on Mount Rushmore,0.1,SemSearch_LS-32,It depicts the presidents who died in a gunfight on Mount Smor,0.0029,SemSearch_LS-32,The two presidents who were photographed on Mount Rushmore who died from gunfire,0.0161,SemSearch_LS-32,Presidents who were shot on Mount Rushmore,0.0667,SemSearch_LS-32,Presidents on Mount Rushmore who died of gunfire,0.125,SemSearch_LS-32,Presidents on Mount Rushmore  killed by gunfire,0.1111,SemSearch_LS-32,Presidents on Mount Rushmore who died in the shooting,0.1,SemSearch_LS-32,The president pictured on Mount Rushmore who died of gunshot wounds,0.0068,SemSearch_LS-32,The presidents who died in the shooting are depicted on Mount Rushmore,0.5,SemSearch_LS-32,Presidents shown on Mount Rushmore who died from gunshot wounds,0.0059
SemSearch_LS-33,provinces and territories of Canada,1.0,SemSearch_LS-33,Canadian provinces and territories,1.0,SemSearch_LS-33,Provinces and Territories of Canada,1.0,SemSearch_LS-33,Canadian provinces and territories,1.0,SemSearch_LS-33,Provinces and territories of Canada,1.0,SemSearch_LS-33,provinces and territories of Canada,1.0,SemSearch_LS-33,Provinces and territories of Canada,1.0,SemSearch_LS-33,Provinces and territories of Canada,1.0,SemSearch_LS-33,Territories and territories of Canada,1.0,SemSearch_LS-33,Provinces and territories of Canada,1.0,SemSearch_LS-33,Provinces and territories of Canada,1.0
SemSearch_LS-34,ratt albums,1.0,SemSearch_LS-34,The film,0.0,SemSearch_LS-34,The late album,0.0,SemSearch_LS-34,The rad albums,0.0,SemSearch_LS-34,The records of the Rat,0.0,SemSearch_LS-34,rat albums,0.0,SemSearch_LS-34,Other  of a kind used for the manufacture of goods,0.0,SemSearch_LS-34,The Ratt Albums,1.0,SemSearch_LS-34,rat album,0.0,SemSearch_LS-34,Red albums,0.0,SemSearch_LS-34,albums of rats,0.0
SemSearch_LS-35,republics of the former Yugoslavia,1.0,SemSearch_LS-35,Former Republic of Yugoslavia,1.0,SemSearch_LS-35,The former Yugoslav Republic,1.0,SemSearch_LS-35,The former Yugoslavia,1.0,SemSearch_LS-35,Former Yugoslav republics,1.0,SemSearch_LS-35,Republics of the former Yugoslavia,1.0,SemSearch_LS-35,Republics of the former Yugoslavia,1.0,SemSearch_LS-35,of the former Yugoslavia,1.0,SemSearch_LS-35,former republic of Yugoslavia,1.0,SemSearch_LS-35,The Republics of the Former Yugoslavia,1.0,SemSearch_LS-35,The former Yugoslavia,1.0
SemSearch_LS-36,revolutionaries of 1959 in Cuba,1.0,SemSearch_LS-36,The Cuban revolution of,1.0,SemSearch_LS-36,The Cuban Revolution of,1.0,SemSearch_LS-36,The revolutionaries of      in Cuba,1.0,SemSearch_LS-36,The      revolution in Cuba,1.0,SemSearch_LS-36,revolutionaries in Cuba in,1.0,SemSearch_LS-36,Revolutionaries in Cuba in,1.0,SemSearch_LS-36,revolutionaries of      in Cuba,1.0,SemSearch_LS-36,     revolutionary in Cuba,1.0,SemSearch_LS-36,     Revolutionaries in Cuba,1.0,SemSearch_LS-36,Rebels of      in Cuba,0.3333
