qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
SemSearch_LS-29,nations where Portuguese is an official language,0.5,10,backtranslation_yue_hant,1.0,Portuguese is the official language,backtranslation_kor_hang,1.0,A country where Portuguese is the official language,backtranslation_arb_arab,1.0,Countries where Portuguese is the official language,backtranslation_pes_arab,1.0,Countries whose official language is Portuguese,backtranslation_fra_latn,1.0,country where Portuguese is the official language,backtranslation_deu_latn,1.0,Countries where Portuguese is the official language,backtranslation_rus_cyrl,1.0,countries where Portuguese is the official language,backtranslation_zsm_latn,1.0,countries where Portuguese is the official language,backtranslation_tam_taml,1.0,Countries where Portuguese is the official language,backtranslation_swh_latn,1.0,countries where Portuguese is the official language
SemSearch_LS-30,orders (or 'choirs') of angels,0.0278,1,backtranslation_yue_hant,0.25,The Angel Choir,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-31,permanent members of the UN Security Council,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-32,presidents depicted on mount rushmore who died of shooting,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-33,provinces and territories of Canada,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-34,ratt albums,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-35,republics of the former Yugoslavia,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-36,revolutionaries of 1959 in Cuba,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-37,standard axioms of set theory,0.5,1,backtranslation_arb_arab,1.0,Standard axioms of addition theory,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-38,states that border oklahoma,0.0119,1,backtranslation_rus_cyrl,0.0294,in the state of Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-39,ten ancient Greek city-kingdoms of Cyprus,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-40,the first 13 american states,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-41,the four of the companions of the prophet,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-42,twelve tribes or sons of Israel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-43,what books did paul of tarsus write?,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-44,what languages do they speak in afghanistan,0.5,1,backtranslation_yue_hant,1.0,What languages do Afghans speak,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-46,where the British monarch is also head of state,0.0526,1,backtranslation_yue_hant,1.0,The monarch of England is also the head of state,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-49,who invented the python programming language,0.25,1,backtranslation_yue_hant,1.0,Python is a programming language,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-50,wonders of the ancient world,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-1,Carriers that Blackberry makes phones for.,0.1429,1,backtranslation_zsm_latn,0.25,The operator that Blackberry made the phone for,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-2,Winners of the ACM Athena award.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-4,Professional sports teams in Philadelphia.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-5,"Products of Medimmune, Inc.",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-6,Organizations that award Nobel prizes.,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-7,Airlines that currently use Boeing 747 planes.,0.1111,4,backtranslation_yue_hant,0.2,The airline that currently operates the Boeing    s,backtranslation_kor_hang,0.1429,The airline that currently operates Boeing     aircraft,backtranslation_tam_taml,0.1429,Airlines currently operating Boeing     aircraft,backtranslation_swh_latn,0.1429,Airlines that currently operate Boeing     aircraft,,,,,,,,,,,,,,,,,,
TREC_Entity-9,Members of The Beaux Arts Trio.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-10,Campuses of Indiana University.,0.2,3,backtranslation_yue_hant,0.5,The campus of Indiana University,backtranslation_kor_hang,0.5,The Indiana University campus,backtranslation_rus_cyrl,0.5,The Indiana University campus,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-11,Donors to the Home Depot Foundation.,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-12,Airlines that Air Canada has code share flights with.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-14,Authors awarded an Anthony Award at Bouchercon in 2007.,0.3333,3,backtranslation_deu_latn,1.0,The authors were awarded an Anthony Award at the Bouchercon in,backtranslation_rus_cyrl,1.0,The authors awarded the Anthony Award at the Buchercon in,backtranslation_zsm_latn,1.0,The author was awarded the Anthony Award at the Bouchercon in,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-15,Universities that are members of the SEC conference for football.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-16,Sponsors of the Mancuso quilt festivals.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-17,Chefs with a show on the Food Network.,0.5,3,backtranslation_arb_arab,1.0,Chefs with a program on the food network,backtranslation_deu_latn,1.0,Kitcheners with a show on the Food Network,backtranslation_swh_latn,1.0,Cook and show on Food Network,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-18,Members of the band Jefferson Airplane.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-19,Companies that John Hennessey serves on the board of.,0.125,2,backtranslation_deu_latn,1.0,A company headed by John Hennessey,backtranslation_yue_hant,0.1667,John Hennessey is on the board,,,,,,,,,,,,,,,,,,,,,,,,
TREC_Entity-20,Scotch whisky distilleries on the island of Islay.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
