qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
677,Leaning Tower of Pisa,1.0,677,The slope of Pisa,0.5,677,The Leaning Tower of Pisa,1.0,677,The twisted tower of Pisa,1.0,677,The curved vertical tower,0.1111,677,The Tower of Pisa is tilted,1.0,677,The Scene Storm of Pisa,0.125,677,The Leaning Tower of Pisa,1.0,677,The sloping tower of Pisa,1.0,677,Satan s sloping tower,0.0042,677,The Tower of Pisa,1.0
678,joint custody impact,1.0,678,The impact of shared custody,0.25,678,The impact on co education,0.0,678,The effect of joint custody,1.0,678,The common effect of guarding,0.0,678,impact on joint custody,1.0,678,Effects on joint custody,1.0,678,influence on joint storage,0.0106,678,Effects of joint care,0.02,678,The impact on collective security,0.0,678,effects of shared care,0.0
679,opening adoption records,1.0,679,Adoption records,1.0,679,Open up the adoption records,1.0,679,Open up the adoption records,1.0,679,Opening up the admissions records,0.002,679,the opening of adoption records,1.0,679,Opening of adoption documents,1.0,679,opening account of acceptance,0.0,679,opening of the admission record,0.0025,679,Opening the acceptance records,0.0833,679,opening the records of adoption,1.0
680,immigrants Spanish school,0.25,680,Immigrant Spanish College,0.3333,680,Spanish School of Immigrants,0.25,680,Immigrants Spanish school,0.25,680,Spanish school immigrants,0.25,680,Spanish school for immigrants,0.25,680,Spanish school for immigrants,0.25,680,immigrants Spanish school,0.25,680,Spanish school immigrants,0.25,680,Spanish school for immigrants,0.25,680,immigrants to Spanish school,0.25
681,wind power location,1.0,681,Location of wind power,1.0,681,Wind power location,1.0,681,Wind power location,1.0,681,Wind power location,1.0,681,location of wind energy,1.0,681,Location of wind energy,1.0,681,location of wind energy,1.0,681,location of wind power,1.0,681,Wind power station,1.0,681,wind energy area,1.0
682,adult immigrants English,1.0,682,Adult immigration English,1.0,682,Adult immigrants English,1.0,682,English adult immigrants,1.0,682,English adult immigrants,1.0,682,English immigrants,0.5,682,English for immigrants,0.5,682,immigrants English,0.5,682,English adult immigrants,1.0,682,English for adult immigrants,1.0,682,adult immigrants English,1.0
683,Czechoslovakia breakup,1.0,683,Czechoslovakia was divided,1.0,683,The Czechoslovak partition,0.5,683,The breakup of Czechoslovakia,1.0,683,The fall of Czechoslovakia,0.0125,683,The division of Czechoslovakia,1.0,683,The dissolving of Czechoslovakia,0.25,683,The fall of Czechoslovakia,0.0125,683,The breaking of Czechoslovakia,0.0667,683,The division of Czechoslovakia,1.0,683,The breakup of Czechoslovakia,1.0
684,part-time benefits,1.0,684,Part time benefits,1.0,684,Working hours benefit,0.0435,684,Part time allowance,0.1,684,Part time benefits,1.0,684,Part time benefits,1.0,684,Part time benefits,1.0,684,Part time benefits,1.0,684,half time benefits,0.1667,684,Part time scholarship,0.002,684,Temporary Benefits,0.0278
685,Oscar winner selection,1.0,685,Oscar winners are elected,0.5,685,Oscar winners selected,1.0,685,Picking the winners of the Oscars,0.5,685,The Oscar winner,0.5,685,Selection of the winners of the Oscars,1.0,685,Selection of Oscar winners,1.0,685,The Oscar winners,0.5,685,Oscar winner selection,1.0,685,Oscar winners selected,1.0,685,The selection of Oscar winners,1.0
686,Argentina pegging dollar,0.25,686,Argentine dollar,0.3333,686,Argentine dollar,0.3333,686,The Argentine dollar,0.3333,686,Argentine dollars,0.3333,686,Argentine dollar,0.3333,686,The Argentine dollar,0.3333,686,Argentine dollar,0.3333,686,Argentine pegged dollar,0.3333,686,Argentine dollar,0.3333,686,Argentine dollar,0.3333
687,Northern Ireland industry,1.0,687,Northern Ireland s industrial sector,1.0,687,Northern Ireland s industry,1.0,687,Northern Ireland industry,1.0,687,Northern Ireland industry,1.0,687,Industry in Northern Ireland,1.0,687,Industry in Northern Ireland,1.0,687,Industry of Northern Ireland,1.0,687,Northern Ireland s industrial,1.0,687,Northern Ireland Industry,1.0,687,Industries in Northern Ireland,1.0
688,non-U.S. media bias,0.1667,688,Media bias outside the United States,0.25,688,Media bias outside the United States,0.25,688,Prejudice in non American media,0.0075,688,Non American media bias,0.1,688,prejudice from non American media,0.0071,688,Non American media distortion,1.0,688,The un American media bias,0.5,688,The media is not biased,1.0,688,Non U S  media pro,0.0154,688,Opposition from non U S  media,0.0074
689,family-planning aid,0.0303,689,Family planning assistance,0.025,689,Family Planning Support,0.0714,689,Supporting family planning,0.0714,689,Family planning help,0.0244,689,family planning,0.0345,689,Family planning assistance,0.025,689,helping with family planning,0.0244,689,Family planning help,0.0244,689,Family planning help,0.0244,689,help in family planning,0.0244
690,college education advantage,0.0417,690,The advantages of college education,0.0417,690,The benefits of college education,0.0323,690,The advantage of university education,0.0084,690,The benefits of a university education,0.0035,690,The benefits of higher education,0.0204,690,The benefits of higher education,0.0204,690,The advantages of higher education,0.0217,690,The advantages of college education,0.0417,690,The benefits of college education,0.0323,690,benefits of university education,0.0035
691,clear-cutting forests,1.0,691,Deforestation,0.0,691,Cutting the forest,1.0,691,The cutting edge forest,1.0,691,The clearing of forests,1.0,691,the deforestation,0.0,691,Cutting of forest,1.0,691,forests that are cleared,1.0,691,woodcutter,0.0,691,Cutting down forests,1.0,691,forests for cutting,1.0
692,prostate cancer detection treatment,0.3333,692,Diagnosing prostate cancer treatments,0.5,692,Treatment for prostate cancer,0.5,692,The cure for prostate cancer,1.0,692,Treatment for prostate cancer,0.5,692,treatment for prostate cancer,0.5,692,Treatment for the detection of prostate cancer,0.3333,692,treatment of prostate cancer,0.5,692,treatment for prostate cancer,0.5,692,The treatment for prostate cancer,0.5,692,treatment for prostate cancer,0.5
693,newspapers electronic media,0.25,693,Electronic news media,0.0556,693,Newspaper electronic media,0.25,693,The e mails,0.0015,693,Newspapers  electronic media,0.25,693,electronic media,0.0435,693,Newspapers electronic media,0.25,693,newspapers and electronic media,0.25,693,electronic media,0.0435,693,Newspapers and electronic media,0.25,693,newspapers and electronic media,0.25
694,compost pile,1.0,694,Compost,1.0,694,The cow,0.0,694,The manure pile,0.5,694,The mass of compost,1.0,694,compost stacks,1.0,694,Heaps of compost,0.2,694,The compost pile,1.0,694,compost stacks,1.0,694,A pile of compost,1.0,694,flocks of fertilizer,0.1429
695,white collar crime sentence,0.5,695,Criminal law,0.0141,695,He s in jail for the white collar crime,0.5,695,The white collar crime,0.3333,695,The punishment for white collar crime,0.3333,695,conviction to the penalty of the offender,0.0833,695,Crime with white collar,0.3333,695,punishment in respect of a crime,0.0263,695,Crime of white collar crime,0.3333,695,White necked criminal conviction,0.0256,695,the punishment for white collar crime,0.3333
696,safety plastic surgery,1.0,696,The safety of plastic surgery,1.0,696,Surgery is safe,1.0,696,Plastic surgery is safe,1.0,696,Plastic surgery for safety,1.0,696,safety plastic surgery,1.0,696,Safety of plastic surgery,1.0,696,safety of plastic surgery,1.0,696,safety of plastic surgery,1.0,696,Plastic Surgery Protection,1.0,696,safety of plastic surgery,1.0
697,air traffic controller,0.5,697,Air traffic controller,0.5,697,Air traffic manager,0.1667,697,Air traffic controller,0.5,697,Air traffic controller,0.5,697,Air traffic controller,0.5,697,Air traffic management,0.1667,697,Air traffic controller,0.5,697,Air traffic controller,0.5,697,Air traffic controller,0.5,697,Director of Air Transport,0.0167
698,literacy rates Africa,1.0,698,Literacy in Africa,0.3333,698,Alphabetic number in Africa,0.002,698,Literacy rates in Africa,1.0,698,African literacy rate,1.0,698,literacy rate in Africa,1.0,698,Literacy rates in Africa,1.0,698,literacy in Africa,0.3333,698,African literacy rate,1.0,698,The literacy rate in Africa,1.0,698,literacy standards in Africa,0.5
699,term limits,0.5,699,The deadline is limited,0.0333,699,The time limit,0.5,699,The time limit,0.5,699,The time limit,0.5,699,limits for the future,0.0145,699,Limitations for the duration,0.0145,699,The time limit,0.5,699,Limit of time,0.5,699,time limits,0.5,699,time limits,0.5
700,gasoline tax U.S.,1.0,700,U S  gas tax,0.0137,700,Gasoline tax,1.0,700,The U S  gas tax,0.0137,700,U S  gas tax,0.0137,700,US gas tax,0.1667,700,Gas tax,0.25,700,U S  gasoline tax,0.5,700,U S  gasoline taxes,0.5,700,Oil tax USA,0.0017,700,oil tax in the United States,0.0041
