qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
4165406,Why did the founder of Daewoo get a 10-year jail sentence?,0.4499,4165406,Why was the founder of Daewoo sentenced to    years in prison,0.1624,4165406,Why was the founder of Daewoo sentenced to    years in prison,0.1624,4165406,Why did the founder of Davy get a    year prison sentence,0.0424,4165406,Why was the founder of Davao sentenced to    years in prison,0.0499,4165406,Why was the founder of Daewoo sentenced to    years in prison,0.1624,4165406,Why was the founder of Daewoo sentenced to    years in prison,0.1624,4165406,Why did the founder of Daewoo get a    year prison sentence,0.1195,4165406,Why was Daewoo s founder sentenced to    years in prison,0.1404,4165406,Why was Davo s founder sentenced to    years in prison,0.0391,4165406,Why was the founder of Daewoo sentenced to    years in prison,0.1624
2418598,why do wisdom varies from person to person?,0.3207,2418598,Why is it that people s intelligence is different,0.0,2418598,Why is wisdom different from person to person,0.2185,2418598,Why does wisdom differ from person to person,0.1389,2418598,Why does wisdom differ from person to person,0.1389,2418598,Why is wisdom different from person to person,0.2185,2418598,Why does wisdom differ from person to person,0.1389,2418598,Why is wisdom different from person to person,0.2185,2418598,Why does wisdom vary from person to person,0.3141,2418598,Why does wisdom differ from person to person,0.1389,2418598,why does wisdom vary from person to person,0.3141
3496147,Why was I punished for being christlike?,0.1594,3496147,Why am I punished for being like Christ,0.057,3496147,Why was I punished for being like Christ,0.0972,3496147,Why am I punished for being like Christ,0.057,3496147,Why am I punished like Christ,0.0184,3496147,Why was I punished for being like Christ,0.0972,3496147,Why was I punished for being like Christ,0.0972,3496147,Why was I punished for being like Christ,0.0972,3496147,Why am I being punished for being like Christ,0.0602,3496147,Why was I punished for imitating Christ,0.0702,3496147,Why was I judged for being like Christ,0.0001
2452795,How can I heat the water within a 150 gal tank that's open to the atmosphere in Feb.?,0.3836,2452795,How can I get     gallons of water heated in February,0.0029,2452795,How can we heat     gallons of water that s open to the atmosphere in February,0.0657,2452795,How can I heat water inside a     gallon tank open to the atmosphere in February,0.1379,2452795,How do I heat the blue in the     gallery tank that opened to the atmosphere in February,0.0682,2452795,How can I heat water in a     gallon tank that s open to the atmosphere in February,0.1322,2452795,How do I heat the water in a     gal tank that s open to the atmosphere in February,0.3996,2452795,How can I heat     gallons of water that s open to the atmosphere in February,0.0488,2452795,How do I heat water in a     gallon tank that s open to the atmosphere in February,0.1166,2452795,How can I heat a     gallon tank of water that is open to the atmosphere in February,0.1247,2452795,How can I boil water in a     gallon tank that is open to the sky in February,0.0421
225575,what does 'wet behind the ears' mean?,0.5042,225575,What does  ear behind  mean,0.1557,225575,What does  wet behind the ear  mean,0.5042,225575,What do you mean   humidity behind the ears,0.1386,225575,What do you mean   the earplugs,0.0,225575,What do you mean   wet behind the ears,0.4542,225575,What does  sweat behind the ears  mean,0.1174,225575,What do you mean   wet behind the ears,0.4542,225575,What do you mean   wet behind the ear,0.4542,225575,What is  wet behind love,0.3101,225575,What does  rain behind the ears  mean,0.1132
2838988,"How can I get a cork out of, not into, a wine bottle without a corkscrew?",0.7549,2838988,How can I get out of a bottle of wine without a spiral,0.0761,2838988,How do you get water out of a wine bottle without a coke screw,0.0621,2838988,How can I get the top of a bottle of wine without a gun,0.0538,2838988,How can I get out of a bottle of wine without a crutch and not look inside,0.0483,2838988,How can I get a bottle of wine out without the winch,0.0759,2838988,How can I get a fork out of a wine bottle without a cork screw,0.5438,2838988,How can I get cork out of a bottle of wine without a cork shrub,0.7039,2838988,How can I get the pattern out of  not in  a bottle of wine without a corkscrew,0.1893,2838988,How can I get out of a cork from a bottle of wine without a cork  no,0.694,2838988,How can I get a spoon out of  not inside  a bottle of wine without a spoon screen,0.0113
456214,What is the importance of absolute zero temperature?,0.8763,456214,How important is zero temperature,0.5403,456214,What is the importance of absolute heat,0.1799,456214,What s the absolute zero temperature,0.8652,456214,What is the significance of absolute zero temperature,0.8642,456214,What is the importance of absolute zero temperature,0.8763,456214,How important is absolute zero temperature,0.8858,456214,What s the absolute temperature of zero,0.8652,456214,What is the importance of absolute zero temperature,0.8763,456214,How important is absolute zero temperature,0.8858,456214,How important is absolute zero temperature,0.8858
761742,How can I become a playa?,0.3418,761742,How do I become a player,0.0,761742,How can I be a Plea,0.0,761742,How can I become a Playa,0.3418,761742,How can I be a cop,0.0,761742,How can I become a beach,0.0002,761742,How can I be a beach,0.0005,761742,How can I get drunk,0.0,761742,How can I be a beach girl,0.0002,761742,How can I become a Blea,0.0,761742,How can I be a playwright,0.0
3825386,How can I develop leanbody and muscles?,0.2015,3825386,How can I develop muscle and lean,0.0637,3825386,How can you build fat and muscle,0.0092,3825386,How can I develop a lean body and muscles,0.0331,3825386,How can I develop a lean body and muscle,0.0331,3825386,How can I develop a lean body and muscles,0.0331,3825386,How can I develop a lean body and muscles,0.0331,3825386,How can I develop weak bodies and muscles,0.0409,3825386,How can I build a lean body and muscle,0.0054,3825386,How can I grow a lean body,0.0,3825386,How can I develop a lean body and muscles,0.0331
2443586,What is a Bro?,0.2828,2443586,What is brother,0.0142,2443586,What s your brother,0.003,2443586,What is  brother,0.0142,2443586,What s your brother,0.003,2443586,What s a brother,0.006,2443586,What s a bro,0.2442,2443586,What is Braw,0.0,2443586,What s up  bro,0.2255,2443586,What a brother,0.0142,2443586,What is brotherhood,0.0
172731,how for is saturn from the sun?,0.3969,172731,How far is the sun from Saturn,0.3193,172731,How far is Saturn from the sun,0.3193,172731,How is the sun from Sutton,0.0316,172731,Why is acceleration so far from the sun,0.0071,172731,How far is Saturn from the sun,0.3193,172731,How far is Saturn from the sun,0.3193,172731,How s Saturn from the Sun,0.3621,172731,How s Saturn from the sun,0.3621,172731,How is Saturn from the sun,0.3969,172731,How is Saturn from the sun,0.3969
2783398,What is a nucleus?,0.4091,2783398,What is nuclear,0.0009,2783398,What is nuclear,0.0009,2783398,What s the core,0.0001,2783398,What is the core,0.0007,2783398,What is a nucleus,0.4091,2783398,What is a core,0.0007,2783398,What is a nucleus,0.4091,2783398,What s the core,0.0001,2783398,What is a nuclear weapon,0.0003,2783398,What is the hint,0.0
402514,why do my baked potatos never taste near as good as when I get them in a nice restaurant?,0.3306,402514,Why can t my potatoes be as good as the ones I bought in a good restaurant,0.1101,402514,Why is my potato not as tasty as the one you eat in a good restaurant,0.0668,402514,Why don t you try the bread potatoes like when I get them at a nice restaurant,0.011,402514,Why don t I like my cooked guards as much as I do when I eat them in a good restaurant,0.0003,402514,Why don t my fries taste as good as when I have them in a good restaurant,0.0028,402514,Why don t my fries taste as good as they do in a nice restaurant,0.0024,402514,Why don t my potatoes taste as good as when I buy them at a good restaurant,0.0989,402514,Why didn t my fries taste like when I got them at a good restaurant,0.0041,402514,Why doesn t my pack of potatoes taste almost as good as when I get to a good restaurant,0.18,402514,why aren t my boiled potatoes as good as the ones I get in a good restaurant,0.0812
4278201,how does Ultraviolet Light Affects Seed Germination and plant growth?,0.8796,4278201,What effect does ultraviolet light have on the growth and growth of seeds,0.2932,4278201,How does UV light affect seed sprouts and plant growth,0.4583,4278201,How does ultraviolet light affect seed cultivation and plant growth,0.2715,4278201,How does ultraviolet light affect the growth of seeds and plants,0.3445,4278201,How does ultraviolet light affect seed germination and plant growth,0.8796,4278201,How does ultraviolet light affect seed germination and plant growth,0.8796,4278201,How does ultraviolet light affect seed germination and plant growth,0.8796,4278201,How does ultraviolet light affect the growth of seeds and plants,0.3445,4278201,How does UV light affect seed germination and plant growth,0.9098,4278201,How Does Green Light Affect Seed Sowing and Plant Growth,0.2006
2539741,what cause the car to have white smoke coming from the muffler and making a kicking or knocking sounds?,0.3759,2539741,Why would a car have white smoke coming from the loudspeaker  making a knock or knocking sound,0.0966,2539741,Why does a car have white smoke coming out of the mapler  and footprints or sound coming out,0.1102,2539741,What makes a car smoke white coming from the pressure and making a kick or a gunshot,0.0596,2539741,What causes white smoke from the switch to enter the car and cause the sound of kicking or punching,0.164,2539741,What makes the car have white smoke coming from the plug and making a kick or a knock,0.0239,2539741,What causes white smoke to come out of the jewellery and make knocks or punches,0.1195,2539741,What makes the machine get white smoke from the silencer and make knocking or knocking sounds,0.0475,2539741,What causes a car to have white smoke coming out of the packaging and making a kick or a knock,0.176,2539741,What causes the white smoke of a car to come out of the fog and make a knocking or knocking noise,0.0959,2539741,What causes the car to have white smoke from the cover and make knocking or knocking sounds,0.1737
3714728,Why is the world so shallow?,0.2096,3714728,Why is the world so shallow,0.2096,3714728,Why is the world like this,0.0003,3714728,Why is the world so tight,0.0013,3714728,Why is the world so flat,0.0009,3714728,Why is the world so shallow,0.2096,3714728,Why is the world so superficial,0.0016,3714728,Why is the world so superficial,0.0016,3714728,Why is the world so shallow,0.2096,3714728,Why is the world so dim,0.0013,3714728,Why is the universe so low,0.0
3778229,how were the witches tested in the salem witch trials?,0.7937,3778229,How did the Salem Witch Trials test witches,0.7608,3778229,How were witches tested at the Salem Witch Trials,0.7937,3778229,How did you test witches at Salem witch trials,0.7462,3778229,How were witches tested in the courts of the healthy witches,0.3376,3778229,How were witches tested at the Salem Witch Trials,0.7937,3778229,How were witches tested in the Salem witch trials,0.7937,3778229,How were the witches tested in Salem,0.5838,3778229,How were witches tested in the Salem witch trials,0.7937,3778229,How were witches tested in Salem witch trials,0.7937,3778229,witches were tried in the Salem witch trials,0.8149
3640705,what is the punishment for child molestors?,0.2436,3640705,What is the punishment for child abuse,0.0039,3640705,What is the punishment for child sexual abuse,0.0036,3640705,What is the punishment for those who sympathize with child abuse,0.0029,3640705,What is the punishment for child molestation,0.2185,3640705,What s the point of child molesters,0.1551,3640705,What is the penalty for minors,0.0005,3640705,What is the punishment for child abuse,0.0039,3640705,What is the penalty for child abuse,0.0017,3640705,What is the punishment for child sexual abuse,0.0036,3640705,what is the punishment for child molestation,0.2185
1077370,Why do only Humans have Finger prints?,0.4999,1077370,Why are only humans fingerprinted,0.0806,1077370,Why is it that only humans have fingerprints,0.0873,1077370,Why do humans only have fingerprints,0.0815,1077370,Why do only humans have fingers,0.0042,1077370,Why are only humans fingerprinted,0.0806,1077370,Why are only people fingerprinted,0.0333,1077370,Why are only people having fingerprints,0.0365,1077370,Why are only humans fingerprinted,0.0806,1077370,Why do only humans have fingerprints,0.0815,1077370,Why are only humans fingerprinted,0.0806
1373069,Freedom of Speech - why don't people understand how to use it?,0.1738,1373069,Freedom of speech   Why can t people use it,0.1738,1373069,Freedom of expression   Why don t people understand how to use it,0.0623,1373069,Freedom of expression  Why don t people understand how to use it,0.0623,1373069,Freedom of expression   Why don t people know how to use it,0.0531,1373069,Freedom of expression   why don t people understand how to use it,0.0623,1373069,Freedom of speech   why don t people understand how to use it,0.1834,1373069,Freedom of speech   why don t people understand how to use it,0.1834,1373069,Freedom of Speech   Why don t people understand how to use it,0.1834,1373069,Freedom of speech   Why do people not understand how to use it,0.1613,1373069,Freedom of Speech   why do people not understand how to use it,0.1613
1063812,How do I grow taller?,0.4302,1063812,How do I grow taller,0.4302,1063812,How do you get tall,0.0282,1063812,How do I get to the height,0.005,1063812,How can I get taller,0.1505,1063812,How can I grow up,0.0015,1063812,How do I get bigger,0.0,1063812,How can I grow up,0.0015,1063812,How can I be taller,0.2005,1063812,How can I get high,0.0,1063812,How can I be taller,0.2005
2722241,why do some animals hide in a dark place b4 they die?,0.1303,2722241,Why do some animals hide in the dark,0.0398,2722241,Why do some animals hide in the dark,0.0398,2722241,Why are some animals hiding in a dark place,0.1176,2722241,Why do some animals hide in the dark,0.0398,2722241,Why do some animals hide in a dark place,0.0671,2722241,Why are animals hiding in a dark place,0.1708,2722241,Why do some animals hide in the dark,0.0398,2722241,Why are some animals hiding in the dark,0.0912,2722241,Why do some animals hide in the dark,0.0398,2722241,Why do some animals hide in the dark place B  they die,0.0868
746920,How do you get rid of wart on your hand a using home method?,0.371,746920,How do you get rid of them at home,0.002,746920,How do you get rid of bugs from your hands using a home based method,0.0013,746920,How do you get rid of ants on your hand using a home made method,0.0027,746920,How do you get rid of paper using a home made method,0.0047,746920,How to get rid of a wart on your hand using a method at home,0.4342,746920,How do you remove roots on the hand with a home method,0.0073,746920,How to get rid of hand warts by home use,0.4355,746920,How can you get rid of warts on your hands using home methods,0.3103,746920,How to use the home to remove an egg from your hand,0.0025,746920,How can you remove the potter from your hand by using the home method,0.0109
1977054,Couscous is a food from what origin?,0.2496,1977054,What is it,0.0,1977054,What kind of plant is a cuscus,0.0,1977054,Coscus is a food of what origin,0.0155,1977054,What kind of food is couscous,0.2168,1977054,What is the origin of couscous,0.2738,1977054,What kind of food is couscous,0.2168,1977054,What food,0.0,1977054,Where did couscous come from,0.0835,1977054,What is the food for the gooseberry,0.0,1977054,What is couscous,0.2414
1199639,"How to ""LOSE""all body fat ?",0.5186,1199639,How do you lose body fat,0.4453,1199639,How do you lose all the fat in your body,0.4376,1199639,How do you  lose  all the body fat,0.4712,1199639,How do I lose all my body fat,0.3841,1199639,How do you lose all the body fat,0.4712,1199639,How can you lose all the body fat,0.4553,1199639,How do you lose all the body fat,0.4712,1199639,How do you  MEDY  all the body fat,0.1876,1199639,How can you lose body fat,0.422,1199639,How to  lose  all body fat,0.5186
2785579,"If you could be an element of weather, which would you choose, and why?",0.0369,2785579,If you could be a weather factor  what would you choose,0.0034,2785579,If it could be a weather factor  which would you choose,0.0006,2785579,If you could be a weather element  what would you choose  and why,0.0246,2785579,If you could be the element of the air  who would you choose  and why,0.004,2785579,If you could be a weather element  which would you choose  and why,0.0369,2785579,If you could be a weather element  which one would you choose  and why,0.0251,2785579,If you could be a weather element  which would you choose  and why,0.0369,2785579,If you could be the weather element  which would you choose  and why,0.0369,2785579,If you were an element of weather  what would you choose  and why,0.0105,2785579,If you could be a weather creature  what would you choose  and why,0.0116
1964316,"What do you mean by ""weed""?",0.2195,1964316,What does  grass  mean,0.0,1964316,What does  Macho  mean,0.0,1964316,What do you mean   weed,0.2195,1964316,What do you mean   Cheres,0.0,1964316,What do you mean   herb,0.0,1964316,What do you mean   throw,0.0,1964316,What do you mean   grass,0.0,1964316,What do you mean   herbal,0.0,1964316,What does  copper  mean,0.0,1964316,What do you mean by  weed,0.2195
3206998,how does disneyland make it snow?,0.258,3206998,Where can Disney snow,0.041,3206998,How do you get snow on Disneyland,0.2324,3206998,How does Disneyland make snow,0.258,3206998,How does Disneyland snow,0.2361,3206998,How does Disneyland snow,0.2361,3206998,How does Disneyland make snow,0.258,3206998,How does Disneyland make snow,0.258,3206998,How does Disneyland make snow,0.258,3206998,How did Disneyland make it ice,0.2764,3206998,How does Disneyland make snow,0.258
2864267,what exemplifies effective customer service?,0.5943,2864267,How can we prove effective customer service,0.472,2864267,What example shows that customer service is effective,0.4724,2864267,What s an example of effective customer service,0.4696,2864267,What does effective customer service show,0.5509,2864267,What is the hallmark of effective customer service,0.5892,2864267,What is an example of effective customer service,0.4927,2864267,What is an example of effective customer service,0.4927,2864267,What shows effective customer service,0.572,2864267,What is an example of customer service,0.4343,2864267,what shows that customer service is superior,0.4568
3382736,what is minimalist cubisium?,0.5333,3382736,What is a simplified dimension,0.0009,3382736,What is a minimalism qub,0.0,3382736,What s the minimum copper,0.0,3382736,What is the least amount of minimalism,0.0,3382736,What is a minimalist cubisium,0.5333,3382736,What is a minimalist cubism,0.6435,3382736,What is a minimalist cubic,0.2617,3382736,What is a minimalistic bathroom,0.4255,3382736,What is the minimum cube,0.0008,3382736,What is a minimalist cubism,0.6435
949154,can anybody tell me what is a butler?,0.2134,949154,Can someone tell me what a plumber is,0.0,949154,What is a boss,0.0006,949154,Can someone tell me what the waiter is,0.0,949154,Can anyone tell me what a perpolis is,0.0,949154,Can someone tell me what a butler is,0.1681,949154,Can someone tell me what a butler is,0.1681,949154,Can anyone tell me what a mansion is,0.0,949154,Can anyone tell me what a waiter is,0.0,949154,Can anyone tell me what a meter is,0.0,949154,Can anyone tell me what a housewife is,0.0
1364894,Why do we need to tell customer service/operator about our sickness in order to make appointment w/ a doctor?,0.2324,1364894,Why would we tell a customer service operator about our condition before we could meet a doctor,0.0598,1364894,Why should you tell your healthcare provider about your illness to make an appointment with your doctor,0.0332,1364894,Why do we need to tell customer service about our illness for a doctor appointment,0.1665,1364894,Why should we inform the customer service operator about our illness before we see a doctor,0.0593,1364894,Why should we inform the customer service operator of our illness before making an appointment with a doctor,0.2593,1364894,Why do we have to tell the customer service operator about our illness to make an appointment with a doctor,0.2813,1364894,Why should we report our illness to the customer service provider operator to make an appointment,0.1094,1364894,Why do we have to tell the customer service about our illness to make an appointment with the doctor,0.2457,1364894,Why should we inform our patient to the customer service  operator to arrange an appointment with the doctor,0.1879,1364894,Why do we need to tell a client care professional about our condition before we can make an appointment with a doctor,0.0204
2797224,"Muslims Are The Happiest People Ever, Why?",0.3691,2797224,Muslims are the happiest people ever  why,0.3691,2797224,Is it true that Muslims are the happiest people,0.1168,2797224,Muslims are the happiest people ever  why,0.3691,2797224,Muslims are the happiest people in the world  why,0.166,2797224,Muslims are the happiest people of all time  why,0.1562,2797224,Muslims are the happiest people of all time  why,0.1562,2797224,Muslims are the happiest people  why,0.4329,2797224,Muslims are the happiest people of all time  why,0.1562,2797224,Muslims are the happiest people in the world  why,0.166,2797224,Muslims Are the Happiest People  Why,0.4329
765138,Why does loving someone hurts like hell?,0.1689,765138,Why is it so painful,0.0021,765138,Why is it so painful to love someone,0.0421,765138,Why does someone like to hurt so much,0.0026,765138,Why does it hurt to love someone,0.0362,765138,Why does it hurt to love someone,0.0362,765138,Why does it hurt so much to love someone,0.0228,765138,Why does it hurt to love someone so much,0.0228,765138,Why does it hurt to love someone,0.0362,765138,Why is it so painful to love someone,0.0421,765138,Why is it so painful to love someone,0.0421
2479423,Why is there brail on the keypads at drive up ATM's?,0.7487,2479423,Why is there a blind word on the keyboard of the opener,0.0006,2479423,Why is there a braille on the keyboard in the ATM,0.2525,2479423,Why is there a brill on the keyboard at the ATM,0.1127,2479423,Why is there a brake on the bank keyboards,0.0001,2479423,Why is there braille on the ATM keyboards,0.2525,2479423,Why is it in Braille on the keyboards of the ATMs,0.2525,2479423,Why is there a braille on the ATM keyboards,0.2525,2479423,Why is there a braille on the keypad at the ATM,0.4433,2479423,Why is there brake on the clutches when driving at the ATM,0.1723,2479423,Why is there braille on the dashboards on the car to the ATM,0.2325
2862887,how to care for a spiked dragon and what to feed them?,0.1659,2862887,How do you raise a dragon with a sting,0.0241,2862887,How do you take care of the rabbit and feed it,0.0049,2862887,How to care for the tall dragon and what to feed them,0.1104,2862887,How do we take care of a dragon with our fingers and what do we give him,0.0,2862887,How do you take care of a spiny dragon and what do you feed them,0.0169,2862887,How to take care of a Spiked Dragon and what to feed them,0.1063,2862887,How to care for the dragon and what to feed them,0.1188,2862887,How to keep the leafy dragons and what to feed them,0.0604,2862887,How do you look at a fat dragon and what to feed them,0.0274,2862887,how to care for the dragon and what to feed them,0.1188
4250296,What do doctors do when a patient has a Do Nor Resuscitate Order?,0.084,4250296,What will the doctor do when the patient is unable to do or restore order to life,0.1215,4250296,What if doctors tell patients to live or not to live,0.0419,4250296,What do doctors do when a patient has a  do not do  or  reanimate  order,0.0387,4250296,What do doctors do when a patient has a no live order,0.1092,4250296,What do doctors do when a patient is ordered not to be resuscitated,0.1956,4250296,What do doctors do when a patient has a Do N Resuscitate order,0.0783,4250296,What do doctors do when a patient has a  Don t wake up  order,0.0396,4250296,What does a doctor do when a patient has a No or Resuscitate order,0.16,4250296,What would doctors do if a patient was ordered not to be re admitted,0.1784,4250296,What do doctors do when a patient has an order to Do or Resuscitate,0.1056
3872395,what are some easy ways to get a toddler to go to sleep without being mean?,0.0188,3872395,How can you get a child to sleep without saying bad things,0.0,3872395,How can we get children to sleep without evil,0.0003,3872395,What are some easy ways to get a little baby to sleep without being stubborn,0.0009,3872395,What are some simple ways to get a child to sleep without abuse,0.0008,3872395,What are some easy ways to put a child to sleep without being mean,0.002,3872395,How can you let a little child sleep without being mean,0.0004,3872395,What are the simple ways to get a baby to sleep without being angry,0.0003,3872395,What s the easiest way to get a child to sleep without being mean,0.0006,3872395,What are some simple ways to keep a boy asleep without being betrayed,0.0,3872395,What are some simple ways to get a baby to sleep without being dirty,0.0003
4473137,Causes and effects of the rise of Christanity?,0.2654,4473137,The cause and effect of the rise of Christianity,0.0595,4473137,What are the causes and consequences of the growth of Christianity,0.0,4473137,Causes and effects of the rise of Christianity,0.0595,4473137,The Causes and Effects of Christianity,0.0466,4473137,What Causes and Effects on the Rise of Christianity,0.0579,4473137,Causes and Consequences of the Rise of Christianity,0.0256,4473137,What Causes and Consequences Have Caused Christianity,0.0014,4473137,Causes and effects of the Christian resurrection,0.0173,4473137,What are the causes and consequences of the rise of Christianity,0.0365,4473137,The cause and effect of the growth of Christianity,0.0162
1509982,How is th Chemistry is a basic of Science?,0.8167,1509982,How did chemistry become the basis of science,0.4599,1509982,Why is chemistry the basis of science,0.5993,1509982,How is chemistry fundamental to science,0.531,1509982,How about chemistry is a science,0.6408,1509982,How is chemistry a science,0.6925,1509982,How is chemistry a principle of science,0.4911,1509982,How is chemistry the basis of science,0.6112,1509982,How is chemistry the basis of science,0.6112,1509982,How is the basic science of chemistry,0.7754,1509982,Is Chemistry Based on Science,0.5693
3269759,what is artificial intelligence?,0.4301,3269759,What is AI,0.0359,3269759,What is AI,0.0359,3269759,What is AI,0.0359,3269759,What is AI,0.0359,3269759,What is artificial intelligence,0.4301,3269759,What is artificial intelligence,0.4301,3269759,What is artificial intelligence,0.4301,3269759,What is artificial intelligence,0.4301,3269759,What is artificial intelligence,0.4301,3269759,what is a false mind,0.0
3723508,What is the difference between an ox and a bull?,0.5752,3723508,What s the difference between cows and bulls,0.1112,3723508,What s the difference between a cow and a bull,0.1112,3723508,What s the difference between a bull and a bull,0.1225,3723508,What s the difference between a cow and a cow,0.0032,3723508,What s the difference between a bull and a bull,0.1225,3723508,What s the difference between a bull and an ox,0.549,3723508,What s the difference between a bull and a bull,0.1225,3723508,What s the difference between a bull and a bull,0.1225,3723508,What is the difference between a cow and a cow,0.0033,3723508,What is the difference between a bull and a calf,0.1275
1282199,how can I hide the cuts on my wrists?,0.1937,1282199,How can I hide the wrist,0.0926,1282199,How can we hide the torn wounds in the wrist,0.04,1282199,How do I hide my wrists,0.0484,1282199,How can I hide them in my hands,0.0001,1282199,How do I hide the cuts on my wrists,0.2124,1282199,How do I hide the cuts on my wrists,0.2124,1282199,How can I hide the cuts on my wrists,0.1937,1282199,How can I hide the wound in my wrist,0.0445,1282199,How can I hide the cuts in my wrists,0.1937,1282199,How can I hide my hand wounds,0.0002
4196421,how can you be more brilliant?,0.2111,4196421,How can you be smarter,0.0,4196421,How can we be smarter,0.0,4196421,How can you be smarter,0.0,4196421,How can you be smarter,0.0,4196421,How can you be more brilliant,0.2111,4196421,How can you be more brilliant,0.2111,4196421,How can you be more brilliant,0.2111,4196421,How can you be more brilliant,0.2111,4196421,How can you be brighter,0.0,4196421,how can you be more cunning,0.0
1850323,Why some men never wash their hands after using the Urinal/Toilet?,0.3391,1850323,Why don t some men wash their hands after using a urine or toilet,0.2899,1850323,Why don t some men wash their hands after using a urine or a vision device,0.1229,1850323,Why don t some men wash their hands after using the bathroom,0.0793,1850323,Why don t some men wash their hands after using the toilet,0.2037,1850323,Why don t some men wash their hands after using urine,0.1491,1850323,Why do some men never wash their hands after urinating,0.2305,1850323,Why do some men never wash their hands after using the toilet,0.2605,1850323,Why don t some men wash their hands after using the urinal,0.1491,1850323,Why do some men not wash their hands after using a toilet,0.2546,1850323,Why do some men never wash their hands after using a urine bottle,0.2159
2192891,how are braces put on and do they hurt a lot?,0.4358,2192891,What do you do with a bra,0.0,2192891,How do you wear a brake and get hurt,0.0005,2192891,How do you put the incentives and go through it so much,0.0,2192891,How do you put on rice and it hurts so much,0.0009,2192891,How are the support devices set up and how do they hurt,0.0,2192891,How do you get the benches up and hurt a lot,0.0063,2192891,How are you wearing braces and how badly do they hurt,0.039,2192891,How are the braces put and they hurt so much,0.1994,2192891,How are the braces worn  and will they hurt so much,0.0929,2192891,How do braces fit and they hurt so much,0.0709
4406669,What do you order at Taco Bell?,0.3697,4406669,What are you doing in Tacobel,0.0,4406669,What do you want from Taco Bell,0.3066,4406669,What do you order at Taco Bell,0.3697,4406669,What do you order at Taco Bell,0.3697,4406669,What do you order at Taco Bell,0.3697,4406669,What do you order at Taco Bell,0.3697,4406669,What to order at Taco Bell,0.3833,4406669,What are you ordering at Taco Bell,0.3749,4406669,What are you ordering at the Deco Bell,0.11,4406669,What do you order at Taco Bell,0.3697
1582877,why do we go to school if in the real world we dont use most of it?,0.1021,1582877,If in the real world we don t spend most of our time in school  why would we,0.0071,1582877,Why don t you go to school and use most of it in the real world,0.0464,1582877,Why go to school if in the real world we don t use most of it,0.0393,1582877,Why go to school if we don t use more of them in the real world,0.0268,1582877,Why do we go to school when in the real world we don t use most of it,0.0322,1582877,Why do we go to school when we don t use most of it,0.0069,1582877,Why do we go to school if in the real world we don t use most of it,0.0296,1582877,Why go to school if in the real world we don t use most of it,0.0393,1582877,Why do we go to school  but we don t use it in the real world,0.0202,1582877,why do we go to school like in the real world we don t spend more of it,0.0163
1340574,Why do some people only go to church on Easter Sunday and never go again until Christmas ?,0.4332,1340574,Why do some people go to church only on Easter and not before Christmas,0.2672,1340574,Why do some people go to church on Easter Sunday and not go back until Christmas,0.4538,1340574,Why do some people go to church only on Sunday and not go back until Christmas,0.3187,1340574,Why do some people only go to church on Easter Sunday and not until Christmas,0.4539,1340574,Why do some people only go to church on Easter Sunday and not before Christmas,0.4489,1340574,Why do some people only go to church on Easter Sunday and not until Christmas,0.4539,1340574,Why do some people go to church only on Easter Sunday and never go back to church before Christmas,0.4081,1340574,Why do some people just go to church on Easter Sunday and not go again until Christmas,0.4409,1340574,Why do some people go to church only on Easter Sundays and not return until Christmas,0.4217,1340574,Why do some people go to church only on Easter and not again until Christmas,0.2366
1971899,what is masturbat***?,0.1667,1971899,What is it,0.0,1971899,What is a mascara,0.0,1971899,What s the sanctuary,0.0,1971899,What s a punch,0.0,1971899,What is masturbation,0.0007,1971899,What is masturbation,0.0007,1971899,What is masturbation,0.0007,1971899,Is that masturbation,0.0008,1971899,What self love,0.0003,1971899,What is masturbating,0.0007
